Code,NodeA,NodeB,NomV,Len,Equip,R,X,C,R0,X0,C0,Imax,Status,Phases,PhasesV,PhasesVI,Subest,Feeder,
L(R:P10UDM5-P10ULV31)            ,P10UDM5      ,P10ULV31    ,0.42  ,0.012  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00673 ,0.00125 ,0.65749    ,0.02071 ,0.01607  ,0.03215  ,205 ,1 ,BC  ,BC_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4-P10UDM5)             ,P10UDM4      ,P10UDM5     ,0.42  ,0.007  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00396 ,0.00073 ,0.38651    ,0.01218 ,0.00945  ,0.01890  ,205 ,1 ,BC  ,BC_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM4-P10UDM7)             ,P10UDM7      ,P10UDM4     ,0.42  ,0.036  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01967 ,0.00365 ,1.92187    ,0.06054 ,0.04699  ,0.09397  ,205 ,1 ,BC  ,BC_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM7-P10UDT1LV)           ,P10UDT1LV    ,P10UDM7     ,0.42  ,0.010  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00524 ,0.00097 ,0.51178    ,0.01612 ,0.01251  ,0.02502  ,205 ,1 ,BC  ,BC_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDT2LV-P10ULV4)           ,P10UDT2LV    ,P10ULV4     ,0.42  ,0.007  ,1P_OH_CU_4_Ionic_0_416_0               ,0.00587 ,0.00071 ,0.38444    ,0.01429 ,0.00884  ,0.01769  ,115 ,1 ,CA  ,CA_LV  ,2_LV_66.3953 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM9-P10ULV67)            ,P10UDM9      ,P10ULV67    ,0.42  ,0.012  ,1P_OH_CU_4_Ionic_0_416_0               ,0.00974 ,0.00119 ,0.63817    ,0.02372 ,0.01468  ,0.02936  ,115 ,1 ,CA  ,CA_LV  ,2_LV_66.3953 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM9-P10UDT2LV)           ,P10UDT2LV    ,P10UDM9     ,0.42  ,0.016  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01320 ,0.00161 ,0.86468    ,0.03214 ,0.01989  ,0.03978  ,115 ,1 ,CA  ,CA_LV  ,2_LV_66.3953 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDT4LV-P10ULV28)          ,P10UDT4LV    ,P10ULV28    ,0.42  ,0.009  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00483 ,0.00090 ,0.47222    ,0.01488 ,0.01155  ,0.02309  ,205 ,1 ,BC  ,BC_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT953  ,
L(R:P10UDM16-P10ULV6)            ,P10UDM16     ,P10ULV6     ,0.42  ,0.011  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00607 ,0.00113 ,0.59326    ,0.01869 ,0.01450  ,0.02901  ,205 ,1 ,BC  ,BC_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT953  ,
L(R:P10UDM16-P10UDT4LV)          ,P10UDT4LV    ,P10UDM16    ,0.42  ,0.030  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01596 ,0.00296 ,1.55922    ,0.04912 ,0.03812  ,0.07624  ,205 ,1 ,BC  ,BC_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT953  ,
L(R:P10UDM18-P10ULV45)           ,P10UDM18     ,P10ULV45    ,0.42  ,0.007  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00374 ,0.00069 ,0.36531    ,0.01151 ,0.00893  ,0.01786  ,205 ,1 ,BC  ,BC_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT953  ,
L(R:P10UDM18-P10UDT4LV)          ,P10UDT4LV    ,P10UDM18    ,0.42  ,0.030  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01596 ,0.00296 ,1.55944    ,0.04913 ,0.03813  ,0.07625  ,205 ,1 ,BC  ,BC_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT953  ,
L(R:P10UDT5LV-P10ULV27)          ,P10UDT5LV    ,P10ULV27    ,0.42  ,0.013  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00714 ,0.00133 ,0.69794    ,0.02199 ,0.01706  ,0.03413  ,205 ,1 ,BC  ,BC_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT953  ,
L(R:P10UDM19-P10ULV7)            ,P10UDM19     ,P10ULV7     ,0.42  ,0.014  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00782 ,0.00145 ,0.76399    ,0.02407 ,0.01868  ,0.03736  ,205 ,1 ,BC  ,BC_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT953  ,
L(R:P10UDM19-P10ULV79)           ,P10UDM19     ,P10ULV79    ,0.42  ,0.021  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01159 ,0.00215 ,1.13235    ,0.03567 ,0.02768  ,0.05537  ,205 ,1 ,BC  ,BC_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT953  ,
L(R:P10UDM19-P10UDT5LV)          ,P10UDT5LV    ,P10UDM19    ,0.42  ,0.016  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00877 ,0.00163 ,0.85710    ,0.02700 ,0.02095  ,0.04191  ,205 ,1 ,BC  ,BC_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT953  ,
L(R:P10UDM22-P10ULV74)           ,P10UDM22     ,P10ULV74    ,0.42  ,0.046  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.02470 ,0.00458 ,2.41308    ,0.07602 ,0.05900  ,0.11799  ,205 ,1 ,BC  ,BC_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT953  ,
L(R:P10UDM21-P10ULV53)           ,P10UDM21     ,P10ULV53    ,0.42  ,0.015  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00806 ,0.00149 ,0.78707    ,0.02479 ,0.01924  ,0.03849  ,205 ,1 ,BC  ,BC_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT953  ,
L(R:P10UDM21-P10UDM22)           ,P10UDM22     ,P10UDM21    ,0.42  ,0.017  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00931 ,0.00173 ,0.90948    ,0.02865 ,0.02224  ,0.04447  ,205 ,1 ,BC  ,BC_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT953  ,
L(R:P10UDM22-P10UDT5LV)          ,P10UDT5LV    ,P10UDM22    ,0.42  ,0.016  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00877 ,0.00163 ,0.85725    ,0.02700 ,0.02096  ,0.04192  ,205 ,1 ,BC  ,BC_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT953  ,
L(R:P10UDT6LV-P10ULV51)          ,P10UDT6LV    ,P10ULV51    ,0.42  ,0.038  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.02027 ,0.00376 ,1.98089    ,0.06240 ,0.04843  ,0.09686  ,205 ,1 ,BC  ,BC_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM24-P10ULV9)            ,P10UDM24     ,P10ULV9     ,0.42  ,0.017  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00945 ,0.00175 ,0.92368    ,0.02910 ,0.02258  ,0.04517  ,205 ,1 ,BC  ,BC_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM24-P10ULV77)           ,P10UDM24     ,P10ULV77    ,0.42  ,0.014  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00750 ,0.00139 ,0.73256    ,0.02308 ,0.01791  ,0.03582  ,205 ,1 ,BC  ,BC_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM26-P10ULV36)           ,P10UDM26     ,P10ULV36    ,0.42  ,0.013  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00714 ,0.00133 ,0.69794    ,0.02199 ,0.01706  ,0.03413  ,205 ,1 ,BC  ,BC_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM26-P10ULV5103)         ,P10UDM26     ,P10ULV5103  ,0.42  ,0.015  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00800 ,0.00148 ,0.78170    ,0.02463 ,0.01911  ,0.03822  ,205 ,1 ,BC  ,BC_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM24-P10UDM26)           ,P10UDM24     ,P10UDM26    ,0.42  ,0.010  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00541 ,0.00100 ,0.52836    ,0.01664 ,0.01292  ,0.02584  ,205 ,1 ,BC  ,BC_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM24-P10UDT6LV)          ,P10UDT6LV    ,P10UDM24    ,0.42  ,0.010  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00540 ,0.00100 ,0.52789    ,0.01663 ,0.01291  ,0.02581  ,205 ,1 ,BC  ,BC_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM25-P10ULV14)           ,P10UDM25     ,P10ULV14    ,0.42  ,0.014  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00771 ,0.00143 ,0.75344    ,0.02373 ,0.01842  ,0.03684  ,205 ,1 ,BC  ,BC_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM25-P10ULV49)           ,P10UDM25     ,P10ULV49    ,0.42  ,0.015  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00795 ,0.00147 ,0.77632    ,0.02446 ,0.01898  ,0.03796  ,205 ,1 ,BC  ,BC_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM25-P10UDT6LV)          ,P10UDT6LV    ,P10UDM25    ,0.42  ,0.010  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00540 ,0.00100 ,0.52812    ,0.01664 ,0.01291  ,0.02582  ,205 ,1 ,BC  ,BC_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDT7LV-P10ULV3171)        ,P10UDT7LV    ,P10ULV3171  ,0.42  ,0.016  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00848 ,0.00157 ,0.82885    ,0.02611 ,0.02026  ,0.04053  ,205 ,1 ,BC  ,BC_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM31-P10ULV10)           ,P10UDM31     ,P10ULV10    ,0.42  ,0.012  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00647 ,0.00120 ,0.63203    ,0.01991 ,0.01545  ,0.03090  ,205 ,1 ,BC  ,BC_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM31-P10UDT7LV)          ,P10UDT7LV    ,P10UDM31    ,0.42  ,0.010  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00540 ,0.00100 ,0.52765    ,0.01662 ,0.01290  ,0.02580  ,205 ,1 ,BC  ,BC_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM32-P10ULV43)           ,P10UDM32     ,P10ULV43    ,0.42  ,0.011  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00577 ,0.00107 ,0.56381    ,0.01776 ,0.01378  ,0.02757  ,205 ,1 ,BC  ,BC_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM32-P10UDT7LV)          ,P10UDT7LV    ,P10UDM32    ,0.42  ,0.054  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.02902 ,0.00538 ,2.83518    ,0.08931 ,0.06932  ,0.13863  ,205 ,1 ,BC  ,BC_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDT9LV-P10ULV44)          ,P10UDT9LV    ,P10ULV44    ,0.42  ,0.013  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01085 ,0.00132 ,0.71063    ,0.02642 ,0.01635  ,0.03270  ,115 ,1 ,BC  ,BC_LV  ,2_LV_66.3953 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDT9LV-P10ULV57)          ,P10UDT9LV    ,P10ULV57    ,0.42  ,0.015  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01240 ,0.00151 ,0.81234    ,0.03020 ,0.01869  ,0.03738  ,115 ,1 ,BC  ,BC_LV  ,2_LV_66.3953 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM40-P10ULV48)           ,P10UDM40     ,P10ULV48    ,0.42  ,0.014  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00772 ,0.00143 ,0.75464    ,0.02377 ,0.01845  ,0.03690  ,205 ,1 ,BC  ,BC_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM40-P10ULV5021)         ,P10UDM40     ,P10ULV5021  ,0.42  ,0.015  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00813 ,0.00151 ,0.79487    ,0.02504 ,0.01943  ,0.03887  ,205 ,1 ,BC  ,BC_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM47-P10ULV5011)         ,P10UDM47     ,P10ULV5011  ,0.42  ,0.010  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00558 ,0.00104 ,0.54566    ,0.01719 ,0.01334  ,0.02668  ,205 ,1 ,BC  ,BC_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM41-P10ULV54)           ,P10UDM41     ,P10ULV54    ,0.42  ,0.011  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00610 ,0.00113 ,0.59614    ,0.01878 ,0.01457  ,0.02915  ,205 ,1 ,BC  ,BC_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM41-P10ULV5091)         ,P10UDM41     ,P10ULV5091  ,0.42  ,0.017  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00898 ,0.00167 ,0.87754    ,0.02764 ,0.02145  ,0.04291  ,205 ,1 ,BC  ,BC_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM44-P10ULV64)           ,P10UDM44     ,P10ULV64    ,0.42  ,0.012  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00669 ,0.00124 ,0.65370    ,0.02059 ,0.01598  ,0.03196  ,205 ,1 ,BC  ,BC_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM44-P10ULV4927)         ,P10UDM44     ,P10ULV4927  ,0.42  ,0.015  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00833 ,0.00155 ,0.81437    ,0.02565 ,0.01991  ,0.03982  ,205 ,1 ,BC  ,BC_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM41-P10UDM44)           ,P10UDM41     ,P10UDM44    ,0.42  ,0.010  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00540 ,0.00100 ,0.52789    ,0.01663 ,0.01291  ,0.02581  ,205 ,1 ,BC  ,BC_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM41-P10UDM47)           ,P10UDM47     ,P10UDM41    ,0.42  ,0.020  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01081 ,0.00201 ,1.05601    ,0.03327 ,0.02582  ,0.05164  ,205 ,1 ,BC  ,BC_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM40-P10UDM47)           ,P10UDM40     ,P10UDM47    ,0.42  ,0.010  ,1P_UG_AL_2/0_Converse_0_416_0          ,0.00429 ,0.00098 ,0.54512    ,0.01479 ,0.01067  ,0.02133  ,233 ,1 ,BC  ,BC_LV  ,2_LV_134.523 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM49-P10ULV5089)         ,P10UDM49     ,P10ULV5089  ,0.42  ,0.012  ,1P_OH_CU_4_Ionic_0_416_0               ,0.00967 ,0.00118 ,0.63352    ,0.02355 ,0.01457  ,0.02915  ,115 ,1 ,BC  ,BC_LV  ,2_LV_66.3953 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM40-P10UDM49)           ,P10UDM40     ,P10UDM49    ,0.42  ,0.029  ,1P_OH_CU_4_Ionic_0_416_0               ,0.02420 ,0.00295 ,1.58554    ,0.05894 ,0.03648  ,0.07295  ,115 ,1 ,BC  ,BC_LV  ,2_LV_66.3953 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM40-P10UDT9LV)          ,P10UDT9LV    ,P10UDM40    ,0.42  ,0.039  ,1P_OH_CU_4_Ionic_0_416_0               ,0.03284 ,0.00400 ,2.15134    ,0.07997 ,0.04949  ,0.09898  ,115 ,1 ,BC  ,BC_LV  ,2_LV_66.3953 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM43-P10ULV62)           ,P10UDM43     ,P10ULV62    ,0.42  ,0.013  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01110 ,0.00135 ,0.72720    ,0.02703 ,0.01673  ,0.03346  ,115 ,1 ,BC  ,BC_LV  ,2_LV_66.3953 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM37-P10ULV32)           ,P10UDM37     ,P10ULV32    ,0.42  ,0.012  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01026 ,0.00125 ,0.67216    ,0.02499 ,0.01546  ,0.03093  ,115 ,1 ,BC  ,BC_LV  ,2_LV_66.3953 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM38-P10ULV41)           ,P10UDM38     ,P10ULV41    ,0.42  ,0.010  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00515 ,0.00096 ,0.50367    ,0.01587 ,0.01231  ,0.02463  ,205 ,1 ,BC  ,BC_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM36-P10ULV12)           ,P10UDM36     ,P10ULV12    ,0.42  ,0.001  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00075 ,0.00014 ,0.07313    ,0.00230 ,0.00179  ,0.00358  ,205 ,1 ,BC  ,BC_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM36-P10UDM38)           ,P10UDM38     ,P10UDM36    ,0.42  ,0.028  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01502 ,0.00279 ,1.46730    ,0.04622 ,0.03587  ,0.07175  ,205 ,1 ,BC  ,BC_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM45-P10ULV70)           ,P10UDM45     ,P10ULV70    ,0.42  ,0.018  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00999 ,0.00185 ,0.97572    ,0.03074 ,0.02385  ,0.04771  ,205 ,1 ,BC  ,BC_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM38-P10UDM45)           ,P10UDM38     ,P10UDM45    ,0.42  ,0.035  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01895 ,0.00352 ,1.85119    ,0.05832 ,0.04526  ,0.09052  ,205 ,1 ,BC  ,BC_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM37-P10UDM38)           ,P10UDM37     ,P10UDM38    ,0.42  ,0.041  ,1P_OH_CU_4_Ionic_0_416_0               ,0.03429 ,0.00417 ,2.24632    ,0.08350 ,0.05168  ,0.10335  ,115 ,1 ,BC  ,BC_LV  ,2_LV_66.3953 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM37-P10UDM43)           ,P10UDM43     ,P10UDM37    ,0.42  ,0.016  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01349 ,0.00164 ,0.88374    ,0.03285 ,0.02033  ,0.04066  ,115 ,1 ,BC  ,BC_LV  ,2_LV_66.3953 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM43-P10UDT9LV)          ,P10UDT9LV    ,P10UDM43    ,0.42  ,0.016  ,1P_OH_CU_4_Ionic_0_416_0               ,0.01350 ,0.00164 ,0.88444    ,0.03288 ,0.02035  ,0.04069  ,115 ,1 ,BC  ,BC_LV  ,2_LV_66.3953 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM69-P10ULV4915)         ,P10UDM69     ,P10ULV4915  ,0.42  ,0.008  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00453 ,0.00084 ,0.44301    ,0.01396 ,0.01083  ,0.02166  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM69-P10ULV4980)         ,P10UDM69     ,P10ULV4980  ,0.42  ,0.017  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00904 ,0.00168 ,0.88347    ,0.02783 ,0.02160  ,0.04320  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM70-P10ULV4940)         ,P10UDM70     ,P10ULV4940  ,0.42  ,0.029  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01584 ,0.00294 ,1.54759    ,0.04875 ,0.03784  ,0.07567  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
L(R:P10UDM64-P10ULV42)           ,P10UDM64     ,P10ULV42    ,0.42  ,0.009  ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00503 ,0.00093 ,0.49173    ,0.01549 ,0.01202  ,0.02404  ,205 ,1 ,AB  ,AB_LV  ,2_LV_118.357 ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,
