Code,Phases,NVolt_kV,DemP_kW,DemQ_kVAr,Subest,Feeder,Pinst_kW,Qinst_kVAr,Yearly_kWh,NumCust,
P10ULV14    ,2 ,0.42  ,2.17    ,0.44   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,5.42    ,1.10   ,20441.08   ,1  ,
P10ULV15    ,3 ,0.42  ,1.97    ,0.40   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT19   ,4.93    ,1.00   ,18586.54   ,1  ,
P10ULV16    ,3 ,0.42  ,2.94    ,0.60   ,P10UHS2_1247 ,P10UHS2_1247 -> P10UDT1066 ,7.34    ,1.49   ,27198.15   ,1  ,
P10ULV17    ,3 ,0.42  ,1.67    ,0.34   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT19   ,4.18    ,0.85   ,15751.43   ,1  ,
P10ULV18    ,3 ,0.42  ,2.66    ,0.54   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT19   ,6.64    ,1.35   ,25047.61   ,2  ,
P10ULV19    ,2 ,0.42  ,2.30    ,0.47   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,5.75    ,1.17   ,21677.75   ,2  ,
P10ULV20    ,3 ,0.42  ,3.16    ,0.64   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT19   ,7.89    ,1.60   ,29755.69   ,2  ,
P10ULV21    ,3 ,0.42  ,4.41    ,0.90   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT19   ,11.03   ,2.24   ,40887.81   ,1  ,
P10ULV22    ,2 ,0.42  ,1.03    ,0.21   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT953  ,2.57    ,0.52   ,9706.01    ,1  ,
P10ULV23    ,3 ,0.42  ,3.00    ,0.61   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT19   ,7.50    ,1.52   ,28273.27   ,2  ,
P10ULV24    ,2 ,0.42  ,15.81   ,3.21   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,39.53   ,8.03   ,146481.70  ,1  ,
P10ULV25    ,3 ,0.42  ,2.61    ,0.53   ,P10UHS2_1247 ,P10UHS2_1247 -> P10UDT1066 ,6.52    ,1.32   ,24156.29   ,1  ,
P10ULV26    ,3 ,0.42  ,1.80    ,0.37   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT19   ,4.51    ,0.92   ,16985.72   ,1  ,
P10ULV27    ,2 ,0.42  ,0.58    ,0.12   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT953  ,1.46    ,0.30   ,5398.27    ,1  ,
P10ULV28    ,2 ,0.42  ,1.26    ,0.26   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT953  ,3.14    ,0.64   ,11837.28   ,1  ,
P10ULV29    ,3 ,0.42  ,2.05    ,0.42   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT19   ,5.12    ,1.04   ,19281.16   ,1  ,
P10ULV30    ,3 ,0.42  ,2.12    ,0.43   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT19   ,5.30    ,1.08   ,19994.73   ,1  ,
P10ULV31    ,2 ,0.42  ,2.71    ,0.55   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,6.78    ,1.38   ,25539.69   ,2  ,
P10ULV32    ,2 ,0.42  ,1.66    ,0.34   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,4.16    ,0.84   ,15662.03   ,1  ,
P10ULV33    ,3 ,0.42  ,1.40    ,0.28   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT19   ,3.50    ,0.71   ,13196.24   ,1  ,
P10ULV34    ,2 ,0.42  ,2.33    ,0.47   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,5.82    ,1.18   ,21935.90   ,2  ,
P10ULV35    ,3 ,0.42  ,1.42    ,0.29   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT19   ,3.54    ,0.72   ,13341.85   ,1  ,
P10ULV36    ,2 ,0.42  ,1.84    ,0.37   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,4.59    ,0.93   ,17315.41   ,1  ,
P10ULV37    ,3 ,0.42  ,1.30    ,0.26   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT19   ,3.24    ,0.66   ,12211.48   ,1  ,
P10ULV38    ,3 ,0.42  ,1.82    ,0.37   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT19   ,4.55    ,0.92   ,17145.62   ,1  ,
P10ULV39    ,2 ,0.42  ,3.44    ,0.70   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,8.60    ,1.75   ,32433.32   ,2  ,
P10ULV40    ,3 ,0.42  ,2.26    ,0.46   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT19   ,5.65    ,1.15   ,21295.89   ,1  ,
P10ULV41    ,2 ,0.42  ,2.07    ,0.42   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,5.17    ,1.05   ,19493.03   ,1  ,
P10ULV42    ,2 ,0.42  ,2.72    ,0.55   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,6.80    ,1.38   ,25640.83   ,2  ,
P10ULV43    ,2 ,0.42  ,2.44    ,0.50   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,6.10    ,1.24   ,23000.89   ,2  ,
P10ULV44    ,2 ,0.42  ,0.86    ,0.18   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,2.16    ,0.44   ,8258.45    ,1  ,
P10ULV45    ,2 ,0.42  ,2.90    ,0.59   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT953  ,7.25    ,1.47   ,26855.49   ,1  ,
P10ULV46    ,3 ,0.42  ,2.07    ,0.42   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT19   ,5.19    ,1.05   ,19549.74   ,1  ,
P10ULV47    ,3 ,0.42  ,2.07    ,0.42   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT19   ,5.16    ,1.05   ,19468.87   ,1  ,
P10ULV48    ,2 ,0.42  ,3.66    ,0.74   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,9.15    ,1.86   ,34501.95   ,3  ,
P10ULV49    ,2 ,0.42  ,1.45    ,0.29   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,3.63    ,0.74   ,13680.47   ,1  ,
P10ULV50    ,3 ,0.42  ,2.26    ,0.46   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT19   ,5.65    ,1.15   ,21295.29   ,1  ,
P10ULV51    ,2 ,0.42  ,0.82    ,0.17   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,2.06    ,0.42   ,7925.52    ,1  ,
P10ULV52    ,3 ,0.42  ,4.80    ,0.97   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT19   ,11.99   ,2.43   ,44424.49   ,1  ,
P10ULV53    ,2 ,0.42  ,2.00    ,0.41   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT953  ,5.01    ,1.02   ,18884.54   ,1  ,
P10ULV54    ,2 ,0.42  ,2.42    ,0.49   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,6.05    ,1.23   ,22806.27   ,2  ,
P10ULV55    ,3 ,0.42  ,2.58    ,0.52   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT19   ,6.45    ,1.31   ,24316.40   ,2  ,
P10ULV56    ,2 ,0.42  ,2.16    ,0.44   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,5.40    ,1.10   ,20346.77   ,1  ,
P10ULV57    ,2 ,0.42  ,3.89    ,0.79   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,9.72    ,1.97   ,36642.01   ,3  ,
P10ULV58    ,3 ,0.42  ,1.20    ,0.24   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT19   ,3.01    ,0.61   ,11341.69   ,1  ,
P10ULV59    ,2 ,0.42  ,1.54    ,0.31   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT953  ,3.84    ,0.78   ,14469.81   ,1  ,
P10ULV60    ,3 ,0.42  ,3.87    ,0.79   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT19   ,9.67    ,1.96   ,36438.39   ,3  ,
P10ULV61    ,3 ,0.42  ,2.21    ,0.45   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT19   ,5.53    ,1.12   ,20858.95   ,1  ,
P10ULV62    ,2 ,0.42  ,1.84    ,0.37   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,4.60    ,0.93   ,17354.50   ,1  ,
P10ULV63    ,2 ,0.42  ,1.70    ,0.35   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,4.26    ,0.86   ,16041.54   ,1  ,
P10ULV64    ,2 ,0.42  ,1.42    ,0.29   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,3.55    ,0.72   ,13379.29   ,1  ,
P10ULV65    ,2 ,0.42  ,1.58    ,0.32   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT953  ,3.95    ,0.80   ,14878.16   ,1  ,
P10ULV66    ,3 ,0.42  ,1.76    ,0.36   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT19   ,4.40    ,0.89   ,16595.23   ,1  ,
P10ULV67    ,2 ,0.42  ,4.91    ,1.00   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,12.26   ,2.49   ,46230.91   ,3  ,
P10ULV68    ,3 ,0.42  ,2.20    ,0.45   ,P10UHS2_1247 ,P10UHS2_1247 -> P10UDT1066 ,5.50    ,1.12   ,20372.70   ,1  ,
P10ULV69    ,3 ,0.42  ,1.85    ,0.38   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT19   ,4.62    ,0.94   ,17422.08   ,1  ,
P10ULV70    ,2 ,0.42  ,1.32    ,0.27   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,3.31    ,0.67   ,12476.26   ,1  ,
P10ULV71    ,3 ,0.42  ,2.79    ,0.57   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT19   ,6.97    ,1.42   ,26279.84   ,2  ,
P10ULV72    ,2 ,0.42  ,1.80    ,0.37   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT953  ,4.51    ,0.92   ,17002.49   ,1  ,
P10ULV73    ,2 ,0.42  ,1.35    ,0.27   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,3.38    ,0.69   ,12759.43   ,1  ,
P10ULV74    ,2 ,0.42  ,3.59    ,0.73   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT953  ,8.98    ,1.82   ,33837.48   ,2  ,
P10ULV75    ,3 ,0.42  ,1.49    ,0.30   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT19   ,3.73    ,0.76   ,14056.95   ,1  ,
P10ULV76    ,3 ,0.42  ,3.10    ,0.63   ,P10UHS2_1247 ,P10UHS2_1247 -> P10UDT1066 ,7.75    ,1.57   ,28727.64   ,1  ,
P10ULV77    ,2 ,0.42  ,1.82    ,0.37   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,4.54    ,0.92   ,17112.83   ,1  ,
P10ULV78    ,3 ,0.42  ,1.56    ,0.32   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT19   ,3.89    ,0.79   ,14657.19   ,1  ,
P10ULV79    ,2 ,0.42  ,2.23    ,0.45   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT953  ,5.58    ,1.13   ,21031.27   ,1  ,
P10ULV80    ,3 ,0.42  ,10.23   ,2.08   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT19   ,25.56   ,5.19   ,94722.97   ,1  ,
P10ULV81    ,3 ,0.42  ,2.74    ,0.56   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT19   ,6.86    ,1.39   ,25846.19   ,2  ,
P10ULV82    ,2 ,0.42  ,1.20    ,0.24   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT953  ,2.99    ,0.61   ,11075.29   ,1  ,
P10ULV83    ,2 ,0.42  ,3.02    ,0.61   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,7.54    ,1.53   ,27935.25   ,1  ,
P10ULV84    ,2 ,0.42  ,19.04   ,3.87   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,47.59   ,9.66   ,176347.50  ,1  ,
P10ULV85    ,2 ,0.42  ,1.67    ,0.34   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,4.17    ,0.85   ,15725.92   ,1  ,
P10ULV86    ,2 ,0.42  ,5.44    ,1.10   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,13.60   ,2.76   ,50385.97   ,1  ,
P10ULV87    ,2 ,0.42  ,4.20    ,0.85   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,10.49   ,2.13   ,38866.16   ,1  ,
P10ULV88    ,2 ,0.42  ,4.14    ,0.84   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,10.36   ,2.10   ,38392.22   ,1  ,
P10ULV89    ,2 ,0.42  ,1.03    ,0.21   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,2.58    ,0.52   ,9577.51    ,1  ,
P10ULV90    ,2 ,0.42  ,0.62    ,0.13   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,1.56    ,0.32   ,5779.08    ,1  ,
P10ULV91    ,2 ,0.42  ,1.47    ,0.30   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,3.68    ,0.75   ,13854.44   ,1  ,
P10ULV92    ,2 ,0.42  ,3.77    ,0.77   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,9.43    ,1.92   ,35563.68   ,3  ,
P10ULV93    ,2 ,0.42  ,2.74    ,0.56   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,6.86    ,1.39   ,25850.67   ,2  ,
P10ULV94    ,2 ,0.42  ,5.67    ,1.15   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,14.17   ,2.88   ,52498.87   ,1  ,
P10ULV95    ,2 ,0.42  ,2.31    ,0.47   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,5.78    ,1.17   ,21423.30   ,1  ,
P10ULV96    ,2 ,0.42  ,5.45    ,1.11   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,13.63   ,2.77   ,50506.64   ,1  ,
P10ULV97    ,2 ,0.42  ,2.36    ,0.48   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,5.89    ,1.20   ,21841.53   ,1  ,
P10ULV98    ,2 ,0.42  ,2.10    ,0.43   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,5.26    ,1.07   ,19475.81   ,1  ,
P10ULV99    ,2 ,0.42  ,1.09    ,0.22   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,2.72    ,0.55   ,10064.90   ,1  ,
P10ULV100   ,2 ,0.42  ,0.79    ,0.16   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,1.97    ,0.40   ,7589.61    ,1  ,
P10ULV101   ,2 ,0.42  ,2.23    ,0.45   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,5.58    ,1.13   ,20672.09   ,1  ,
P10ULV102   ,2 ,0.42  ,3.55    ,0.72   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,8.87    ,1.80   ,32859.56   ,1  ,
P10ULV103   ,2 ,0.42  ,2.83    ,0.58   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,7.09    ,1.44   ,26709.22   ,2  ,
P10ULV104   ,2 ,0.42  ,1.26    ,0.26   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,3.15    ,0.64   ,11682.05   ,1  ,
P10ULV105   ,2 ,0.42  ,1.20    ,0.24   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,2.99    ,0.61   ,11091.32   ,1  ,
P10ULV106   ,2 ,0.42  ,3.44    ,0.70   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,8.61    ,1.75   ,32438.30   ,2  ,
P10ULV107   ,2 ,0.42  ,0.73    ,0.15   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,1.84    ,0.37   ,7123.47    ,1  ,
P10ULV108   ,2 ,0.42  ,2.13    ,0.43   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,5.34    ,1.08   ,20118.53   ,1  ,
P10ULV109   ,2 ,0.42  ,0.45    ,0.09   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,1.12    ,0.23   ,4160.57    ,1  ,
P10ULV110   ,2 ,0.42  ,5.67    ,1.15   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,14.18   ,2.88   ,52523.68   ,1  ,
P10ULV111   ,2 ,0.42  ,3.12    ,0.63   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,7.80    ,1.58   ,29403.92   ,2  ,
P10ULV112   ,2 ,0.42  ,2.88    ,0.59   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,7.20    ,1.46   ,26689.20   ,1  ,
P10ULV113   ,2 ,0.42  ,2.38    ,0.48   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,5.96    ,1.21   ,22472.67   ,2  ,
P10ULV114   ,2 ,0.42  ,9.09    ,1.84   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,22.71   ,4.61   ,84163.63   ,1  ,
P10ULV115   ,2 ,0.42  ,0.87    ,0.18   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,2.18    ,0.44   ,8335.79    ,1  ,
P10ULV116   ,2 ,0.42  ,0.86    ,0.17   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,2.14    ,0.43   ,7928.13    ,1  ,
P10ULV117   ,2 ,0.42  ,3.00    ,0.61   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,7.51    ,1.52   ,27811.35   ,1  ,
P10ULV118   ,2 ,0.42  ,0.98    ,0.20   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,2.46    ,0.50   ,9326.86    ,1  ,
P10ULV119   ,2 ,0.42  ,2.50    ,0.51   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,6.26    ,1.27   ,23186.11   ,1  ,
P10ULV120   ,2 ,0.42  ,1.41    ,0.29   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,3.53    ,0.72   ,13077.16   ,1  ,
P10ULV121   ,2 ,0.42  ,7.81    ,1.59   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,19.52   ,3.96   ,72325.88   ,1  ,
P10ULV122   ,2 ,0.42  ,1.14    ,0.23   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,2.86    ,0.58   ,10775.51   ,1  ,
P10ULV123   ,2 ,0.42  ,2.12    ,0.43   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,5.31    ,1.08   ,19672.49   ,1  ,
P10ULV124   ,2 ,0.42  ,2.76    ,0.56   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,6.90    ,1.40   ,25552.13   ,1  ,
P10ULV125   ,2 ,0.42  ,3.17    ,0.64   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,7.93    ,1.61   ,29367.94   ,1  ,
P10ULV126   ,2 ,0.42  ,4.09    ,0.83   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,10.22   ,2.08   ,38532.56   ,3  ,
P10ULV127   ,2 ,0.42  ,0.84    ,0.17   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,2.10    ,0.43   ,8062.78    ,1  ,
P10ULV128   ,2 ,0.42  ,1.06    ,0.22   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,2.66    ,0.54   ,9850.20    ,1  ,
P10ULV129   ,2 ,0.42  ,2.19    ,0.44   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,5.46    ,1.11   ,20597.12   ,1  ,
P10ULV130   ,2 ,0.42  ,3.29    ,0.67   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,8.21    ,1.67   ,30434.43   ,1  ,
P10ULV131   ,2 ,0.42  ,3.27    ,0.66   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,8.17    ,1.66   ,30255.57   ,1  ,
P10ULV132   ,2 ,0.42  ,7.09    ,1.44   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,17.73   ,3.60   ,65681.53   ,1  ,
P10ULV133   ,2 ,0.42  ,1.44    ,0.29   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,3.61    ,0.73   ,13612.15   ,1  ,
P10ULV134   ,2 ,0.42  ,3.42    ,0.69   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,8.55    ,1.74   ,31676.92   ,1  ,
P10ULV135   ,2 ,0.42  ,2.86    ,0.58   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,7.16    ,1.45   ,26978.29   ,2  ,
P10ULV136   ,2 ,0.42  ,3.87    ,0.79   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,9.68    ,1.97   ,35857.44   ,1  ,
P10ULV137   ,2 ,0.42  ,0.74    ,0.15   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,1.86    ,0.38   ,6885.98    ,1  ,
P10ULV138   ,2 ,0.42  ,2.39    ,0.48   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,5.97    ,1.21   ,22501.38   ,2  ,
P10ULV139   ,2 ,0.42  ,3.31    ,0.67   ,P10UHS3_1247 ,P10UHS3_1247 -> P10UDT5435 ,8.29    ,1.68   ,30698.90   ,1  ,
P10ULV140   ,3 ,0.42  ,1.42    ,0.29   ,P10UHS0_1247 ,P10UHS0_1247 -> P10UDT2438 ,3.54    ,0.72   ,13134.66   ,1  ,
P10ULV141   ,3 ,0.42  ,1.86    ,0.38   ,P10UHS0_1247 ,P10UHS0_1247 -> P10UDT2438 ,4.66    ,0.95   ,17269.99   ,1  ,
P10ULV142   ,3 ,0.42  ,0.61    ,0.12   ,P10UHS7_1247 ,P10UHS7_1247 -> P10UDT2302 ,1.53    ,0.31   ,6018.59    ,1  ,
P10ULV143   ,2 ,0.42  ,2.35    ,0.48   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,5.88    ,1.19   ,22148.39   ,2  ,
P10ULV144   ,2 ,0.42  ,2.51    ,0.51   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,6.29    ,1.28   ,23692.23   ,2  ,
P10ULV145   ,2 ,0.42  ,1.93    ,0.39   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,4.82    ,0.98   ,18162.53   ,1  ,
P10ULV146   ,2 ,0.42  ,1.82    ,0.37   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,4.55    ,0.92   ,17144.21   ,1  ,
P10ULV147   ,2 ,0.42  ,2.52    ,0.51   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT272  ,6.30    ,1.28   ,23741.28   ,2  ,
P10ULV148   ,2 ,0.42  ,1.83    ,0.37   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT250  ,4.58    ,0.93   ,17274.60   ,1  ,
P10ULV149   ,2 ,0.42  ,2.40    ,0.49   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT250  ,6.00    ,1.22   ,22621.95   ,2  ,
P10ULV150   ,2 ,0.42  ,2.43    ,0.49   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT250  ,6.08    ,1.24   ,22933.66   ,2  ,
P10ULV151   ,2 ,0.42  ,2.34    ,0.47   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT250  ,5.84    ,1.19   ,22020.71   ,2  ,
P10ULV152   ,2 ,0.42  ,2.72    ,0.55   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT250  ,6.80    ,1.38   ,25638.40   ,2  ,
P10ULV153   ,2 ,0.42  ,2.10    ,0.43   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT250  ,5.26    ,1.07   ,19817.98   ,1  ,
P10ULV154   ,2 ,0.42  ,2.36    ,0.48   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT250  ,5.91    ,1.20   ,22272.29   ,2  ,
P10ULV155   ,2 ,0.42  ,1.77    ,0.36   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT250  ,4.43    ,0.90   ,16679.84   ,1  ,
P10ULV156   ,2 ,0.42  ,1.92    ,0.39   ,P10UHS1_1247 ,P10UHS1_1247 -> P10UDT250  ,4.81    ,0.98   ,18120.83   ,1  ,
