Node,OH,
SM710    ,A ,
SM711    ,S ,
SM712    ,A ,
SM713    ,A ,
SM714    ,S ,
SM715    ,A ,
SM716    ,A ,
SM717    ,S ,
SM718    ,A ,
SM719    ,S ,
SM720    ,A ,
SM721    ,A ,
SM722    ,A ,
SM723    ,S ,
SM724    ,A ,
SM725    ,A ,
SM726    ,S ,
SM727    ,S ,
SM728    ,S ,
SM729    ,A ,
SM730    ,A ,
SM731    ,S ,
SM732    ,A ,
SM733    ,A ,
SM734    ,A ,
SM735    ,S ,
SM736    ,A ,
SM737    ,S ,
SM738    ,S ,
SM739    ,S ,
SM740    ,S ,
SM741    ,A ,
SM742    ,A ,
SM743    ,A ,
SM744    ,S ,
SM745    ,A ,
SM746    ,A ,
SM747    ,S ,
SM748    ,S ,
SM749    ,A ,
SM750    ,S ,
SM751    ,S ,
SM752    ,A ,
SM753    ,A ,
SM754    ,A ,
SM755    ,A ,
SM756    ,S ,
SM759    ,S ,
SM760    ,S ,
SM761    ,A ,
SM762    ,S ,
SM763    ,A ,
SM764    ,A ,
SM765    ,S ,
SM766    ,A ,
SM767    ,S ,
SM768    ,S ,
SM769    ,S ,
SM770    ,A ,
SM771    ,A ,
SM772    ,A ,
SM773    ,A ,
SM774    ,A ,
SM775    ,S ,
SM776    ,A ,
SM777    ,A ,
SM778    ,S ,
SM779    ,S ,
SM780    ,S ,
SM781    ,S ,
SM782    ,A ,
SM783    ,A ,
SM784    ,A ,
SM785    ,S ,
SM786    ,S ,
SM787    ,S ,
SM789    ,S ,
SM790    ,S ,
SM791    ,A ,
SM792    ,A ,
SM793    ,A ,
SM794    ,S ,
SM795    ,S ,
SM796    ,A ,
SM797    ,A ,
SM798    ,S ,
SM799    ,A ,
SM800    ,A ,
SM801    ,S ,
SM802    ,A ,
SM803    ,S ,
SM804    ,A ,
SM805    ,A ,
SM806    ,A ,
SM807    ,S ,
SM808    ,S ,
SM809    ,S ,
SM810    ,A ,
SM811    ,A ,
SM812    ,A ,
SM813    ,S ,
SM814    ,S ,
SM815    ,A ,
SM816    ,S ,
SM817    ,S ,
SM818    ,S ,
SM819    ,A ,
SM820    ,A ,
SM821    ,A ,
SM822    ,S ,
SM823    ,S ,
SM824    ,S ,
SM825    ,S ,
SM826    ,S ,
SM827    ,A ,
SM828    ,A ,
SM829    ,A ,
SM830    ,S ,
SM831    ,A ,
SM832    ,S ,
SM833    ,S ,
SM834    ,S ,
SM835    ,S ,
SM836    ,S ,
SM837    ,A ,
SM838    ,A ,
SM839    ,A ,
SM840    ,S ,
SM841    ,S ,
SM842    ,S ,
SM843    ,A ,
SM844    ,A ,
SM845    ,A ,
SM846    ,S ,
SM847    ,A ,
SM848    ,A ,
SM849    ,S ,
SM850    ,S ,
SM851    ,S ,
SM852    ,A ,
SM853    ,A ,
SM854    ,S ,
SM855    ,A ,
SM856    ,A ,
SM857    ,A ,
SM858    ,S ,
SM859    ,A ,
SM860    ,A ,
SM861    ,S ,
SM862    ,S ,
SM863    ,S ,
SM864    ,A ,
SM865    ,S ,
SM866    ,A ,
SM867    ,S ,
SM868    ,A ,
SM869    ,A ,
SM870    ,S ,
SM871    ,A ,
SM872    ,A ,
SM873    ,S ,
SM874    ,A ,
SM875    ,S ,
SM876    ,A ,
SM877    ,A ,
SM878    ,A ,
SM879    ,A ,
SM880    ,S ,
SM881    ,S ,
SM882    ,A ,
SM883    ,S ,
SM884    ,A ,
SM885    ,S ,
SM886    ,A ,
SM887    ,S ,
SM888    ,A ,
SM889    ,A ,
SM890    ,A ,
SM891    ,S ,
SM892    ,A ,
SM893    ,S ,
SM894    ,S ,
SM895    ,A ,
SM896    ,S ,
SM897    ,A ,
SM898    ,S ,
SM899    ,S ,
SM900    ,A ,
SM901    ,S ,
SM902    ,S ,
SM903    ,A ,
SM904    ,A ,
SM905    ,S ,
SM906    ,S ,
SM907    ,S ,
SM908    ,A ,
SM909    ,S ,
SM910    ,S ,
SM911    ,A ,
SM912    ,S ,
SM913    ,A ,
SM914    ,A ,
SM915    ,A ,
SM916    ,A ,
SM917    ,S ,
SM918    ,S ,
SM919    ,A ,
SM920    ,S ,
SM921    ,A ,
SM922    ,S ,
SM923    ,S ,
SM924    ,A ,
SM925    ,A ,
SM926    ,A ,
SM927    ,S ,
SM928    ,A ,
SM929    ,S ,
SM930    ,A ,
SM931    ,S ,
SM932    ,A ,
SM933    ,A ,
SM934    ,A ,
SM935    ,S ,
SM936    ,A ,
SM937    ,S ,
SM938    ,A ,
SM939    ,S ,
SM940    ,A ,
SM941    ,S ,
SM942    ,A ,
SM943    ,A ,
SM944    ,S ,
SM945    ,A ,
SM946    ,S ,
SM947    ,S ,
SM948    ,A ,
SM949    ,S ,
SM950    ,A ,
SM951    ,A ,
SM952    ,A ,
SM953    ,A ,
SM954    ,S ,
SM955    ,S ,
SM956    ,A ,
SM957    ,A ,
SM958    ,S ,
SM959    ,S ,
SM960    ,A ,
SM961    ,S ,
SM962    ,A ,
SM963    ,S ,
SM964    ,A ,
SM965    ,A ,
SM966    ,A ,
SM967    ,S ,
SM968    ,A ,
SM969    ,S ,
SM970    ,S ,
SM971    ,S ,
SM972    ,S ,
SM973    ,A ,
SM974    ,A ,
SM975    ,A ,
SM976    ,S ,
SM977    ,A ,
SM978    ,A ,
SM979    ,A ,
SM980    ,S ,
SM981    ,A ,
SM982    ,S ,
SM983    ,A ,
SM984    ,S ,
SM985    ,A ,
SM986    ,A ,
SM987    ,A ,
SM988    ,S ,
SM989    ,S ,
SM990    ,S ,
SM991    ,S ,
SM992    ,S ,
SM993    ,A ,
SM994    ,A ,
SM995    ,A ,
SM996    ,S ,
SM997    ,A ,
SM998    ,S ,
SM999    ,S ,
SM1000   ,A ,
SM1001   ,A ,
SM1002   ,S ,
SM1003   ,S ,
SM1004   ,S ,
SM1005   ,S ,
SM1006   ,A ,
SM1007   ,A ,
SM1008   ,A ,
SM1009   ,A ,
SM1010   ,S ,
SM1011   ,A ,
SM1012   ,S ,
SM1013   ,A ,
SM1014   ,S ,
SM1015   ,A ,
SM1016   ,S ,
SM1017   ,A ,
SM1018   ,A ,
SM1019   ,S ,
SM1020   ,S ,
SM1021   ,S ,
SM1022   ,S ,
SM1023   ,A ,
SM1024   ,A ,
SM1025   ,S ,
SM1026   ,A ,
SM1027   ,S ,
SM1028   ,A ,
SM1029   ,S ,
SM1030   ,A ,
SM1031   ,S ,
SM1032   ,A ,
SM1033   ,A ,
SM1034   ,A ,
SM1035   ,S ,
SM1036   ,S ,
SM1037   ,S ,
SM1038   ,A ,
SM1039   ,A ,
SM1040   ,A ,
SM1041   ,A ,
SM1042   ,S ,
SM1043   ,A ,
SM1044   ,S ,
SM1045   ,A ,
SM1046   ,A ,
SM1047   ,S ,
SM1048   ,S ,
SM1049   ,A ,
SM1050   ,S ,
SM1051   ,S ,
SM1052   ,S ,
SM1053   ,A ,
SM1054   ,A ,
SM1055   ,S ,
SM1056   ,A ,
SM1057   ,S ,
SM1058   ,S ,
SM1059   ,A ,
SM1060   ,A ,
SM1061   ,S ,
SM1062   ,A ,
SM1063   ,A ,
SM1064   ,S ,
SM1065   ,S ,
SM1066   ,S ,
SM1067   ,S ,
SM1068   ,A ,
SM1069   ,A ,
SM1070   ,S ,
SM1071   ,A ,
SM1072   ,A ,
SM1073   ,S ,
SM1074   ,S ,
SM1075   ,S ,
SM1076   ,A ,
SM1077   ,S ,
SM1078   ,S ,
SM1079   ,A ,
SM1080   ,S ,
SM1081   ,A ,
SM1082   ,S ,
SM1083   ,S ,
SM1084   ,A ,
SM1085   ,A ,
SM1086   ,S ,
SM1087   ,S ,
SM1088   ,A ,
SM1089   ,A ,
SM1090   ,S ,
SM1091   ,S ,
SM1092   ,S ,
SM1093   ,S ,
SM1094   ,A ,
SM1095   ,S ,
SM1096   ,A ,
SM1097   ,A ,
SM1098   ,S ,
SM1099   ,S ,
SM1100   ,S ,
SM1101   ,S ,
SM1102   ,S ,
SM1103   ,S ,
SM1104   ,S ,
SM1105   ,A ,
SM1106   ,S ,
SM1107   ,S ,
SM1108   ,S ,
SM1109   ,A ,
SM1110   ,S ,
SM1111   ,A ,
SM1112   ,A ,
SM1113   ,S ,
SM1114   ,S ,
SM1115   ,S ,
SM1116   ,S ,
SM1117   ,S ,
SM1118   ,S ,
SM1119   ,S ,
SM1120   ,A ,
SM1121   ,S ,
SM1122   ,A ,
SM1123   ,A ,
SM1124   ,A ,
SM1125   ,S ,
SM1126   ,S ,
SM1127   ,A ,
SM1128   ,S ,
SM1129   ,A ,
SM1130   ,S ,
SM1131   ,A ,
SM1132   ,S ,
SM1133   ,A ,
SM1134   ,S ,
SM1135   ,S ,
SM1136   ,A ,
SM1137   ,A ,
SM1138   ,S ,
SM1139   ,A ,
SM1140   ,S ,
SM1141   ,S ,
SM1142   ,S ,
SM1143   ,S ,
SM1144   ,S ,
SM1145   ,S ,
SM1146   ,S ,
SM1147   ,S ,
SM1148   ,A ,
SM1149   ,A ,
SM1150   ,S ,
SM1151   ,A ,
SM1152   ,S ,
SM1153   ,A ,
SM1154   ,S ,
SM1155   ,S ,
SM1156   ,S ,
SM1157   ,S ,
SM1158   ,S ,
SM1159   ,S ,
SM1160   ,S ,
SM1161   ,S ,
SM1162   ,S ,
SM1163   ,A ,
SM1164   ,A ,
SM1165   ,A ,
SM1166   ,A ,
SM1167   ,S ,
SM1168   ,A ,
SM1169   ,S ,
SM1170   ,S ,
SM1171   ,S ,
SM1172   ,S ,
SM1173   ,S ,
SM1174   ,A ,
SM1175   ,S ,
SM1176   ,A ,
SM1177   ,A ,
SM1178   ,S ,
SM1179   ,A ,
SM1180   ,S ,
SM1181   ,S ,
SM1182   ,S ,
SM1183   ,S ,
SM1184   ,S ,
SM1185   ,S ,
SM1186   ,S ,
SM1187   ,S ,
SM1188   ,A ,
SM1189   ,A ,
SM1190   ,A ,
SM1191   ,S ,
SM1192   ,S ,
SM1193   ,S ,
SM1194   ,A ,
SM1195   ,S ,
SM1196   ,A ,
SM1197   ,S ,
SM1198   ,A ,
SM1199   ,S ,
SM1200   ,S ,
SM1201   ,A ,
SM1202   ,A ,
SM1203   ,A ,
SM1204   ,S ,
SM1205   ,S ,
SM1206   ,A ,
SM1207   ,A ,
SM1208   ,A ,
SM1209   ,S ,
SM1210   ,S ,
SM1211   ,A ,
SM1212   ,A ,
SM1213   ,S ,
SM1214   ,S ,
SM1215   ,A ,
SM1216   ,A ,
SM1217   ,S ,
SM1218   ,S ,
SM1219   ,A ,
SM1220   ,A ,
SM1221   ,A ,
SM1222   ,S ,
SM1223   ,S ,
SM1224   ,A ,
SM1225   ,S ,
SM1226   ,S ,
SM1227   ,S ,
SM1228   ,S ,
SM1229   ,A ,
SM1230   ,A ,
SM1231   ,S ,
SM1232   ,S ,
SM1233   ,A ,
SM1234   ,A ,
SM1235   ,A ,
SM1236   ,S ,
SM1237   ,S ,
SM1238   ,A ,
SM1239   ,A ,
SM1240   ,A ,
SM1241   ,S ,
SM1242   ,A ,
SM1243   ,S ,
SM1244   ,A ,
SM1245   ,A ,
SM1246   ,A ,
SM1247   ,A ,
SM1249   ,A ,
SM1250   ,S ,
SM1251   ,S ,
SM1253   ,A ,
SM1254   ,A ,
SM1255   ,A ,
SM1256   ,A ,
SM1257   ,A ,
SM1258   ,S ,
SM1259   ,S ,
SM1261   ,S ,
SM1263   ,S ,
SM1264   ,A ,
SM1265   ,A ,
SM1266   ,A ,
SM1267   ,S ,
SM1268   ,A ,
SM1269   ,A ,
SM1270   ,S ,
SM1271   ,A ,
SM1272   ,A ,
SM1274   ,S ,
SM1275   ,A ,
SM1276   ,A ,
SM1277   ,S ,
SM1278   ,A ,
SM1280   ,A ,
SM1281   ,S ,
SM1282   ,A ,
SM1283   ,A ,
SM1284   ,S ,
SM1285   ,A ,
SM1286   ,A ,
SM1287   ,S ,
SM1288   ,S ,
SM1289   ,A ,
SM1290   ,A ,
SM1291   ,S ,
SM1292   ,A ,
SM1294   ,A ,
SM1295   ,S ,
SM1296   ,A ,
SM1297   ,S ,
SM1298   ,A ,
SM1299   ,A ,
SM1300   ,S ,
SM1301   ,A ,
SM1302   ,S ,
SM1303   ,S ,
SM1304   ,A ,
SM1305   ,S ,
SM1306   ,S ,
SM1307   ,S ,
SM1308   ,S ,
SM1309   ,A ,
SM1310   ,A ,
SM1311   ,S ,
SM1312   ,S ,
SM1313   ,A ,
SM1314   ,A ,
SM1315   ,A ,
SM1316   ,A ,
SM1317   ,A ,
SM1318   ,S ,
SM1319   ,S ,
SM1320   ,S ,
SM1321   ,S ,
SM1322   ,S ,
SM1324   ,S ,
SM1325   ,S ,
SM1326   ,A ,
SM1327   ,S ,
SM1328   ,A ,
SM1329   ,S ,
SM1330   ,A ,
SM1331   ,S ,
SM1332   ,S ,
SM1333   ,A ,
SM1334   ,A ,
SM1335   ,S ,
SM1336   ,A ,
SM1337   ,S ,
SM1338   ,A ,
SM1339   ,S ,
SM1340   ,S ,
SM1342   ,A ,
SM1343   ,S ,
SM1344   ,S ,
SM1345   ,A ,
SM1346   ,S ,
SM1347   ,A ,
SM1348   ,S ,
SM1349   ,A ,
SM1350   ,A ,
SM1351   ,S ,
SM1352   ,S ,
SM1353   ,A ,
SM1354   ,A ,
SM1355   ,S ,
SM1356   ,S ,
SM1357   ,S ,
SM1358   ,A ,
SM1359   ,S ,
SM1360   ,A ,
SM1361   ,A ,
SM1362   ,A ,
SM1363   ,S ,
SM1364   ,S ,
SM1365   ,A ,
SM1366   ,A ,
SM1367   ,S ,
SM1368   ,S ,
SM1369   ,A ,
SM1370   ,S ,
SM1371   ,A ,
SM1372   ,A ,
SM1373   ,S ,
SM1374   ,S ,
SM1375   ,A ,
SM1376   ,A ,
SM1377   ,A ,
SM1378   ,A ,
SM1379   ,A ,
SM1380   ,S ,
SM1381   ,S ,
SM1382   ,A ,
SM1383   ,A ,
SM1384   ,A ,
SM1385   ,A ,
SM1386   ,S ,
SM1387   ,S ,
SM1388   ,A ,
SM1389   ,A ,
SM1390   ,A ,
SM1391   ,S ,
SM1392   ,A ,
SM1393   ,S ,
