Code,Phases,NVolt_kV,DemP_kW,DemQ_kVAr,Subest,Feeder,Pinst_kW,Qinst_kVAr,Yearly_kWh,NumCust,
P3ULV32     ,1 ,0.42  ,2.00    ,0.41    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,5.00     ,1.02    ,18856.59    ,1   ,
P3ULV33     ,1 ,0.42  ,2.35    ,0.48    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,5.87     ,1.19    ,22121.10    ,2   ,
P3ULV34     ,1 ,0.42  ,1.66    ,0.34    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,4.16     ,0.84    ,15666.59    ,1   ,
P3ULV34     ,1 ,0.42  ,7.11    ,1.44    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,17.76    ,3.61    ,78986.52    ,4   ,
P3ULV36     ,1 ,0.42  ,5.62    ,1.14    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,14.04    ,2.85    ,62426.08    ,3   ,
P3ULV37     ,1 ,0.42  ,5.16    ,1.05    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,12.90    ,2.62    ,57343.57    ,3   ,
P3ULV38     ,1 ,0.42  ,3.87    ,0.78    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,9.66     ,1.96    ,42961.84    ,2   ,
P3ULV39     ,1 ,0.42  ,4.65    ,0.94    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,11.63    ,2.36    ,51695.29    ,3   ,
P3ULV40     ,1 ,0.42  ,4.71    ,0.96    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,11.76    ,2.39    ,52299.41    ,3   ,
P3ULV41     ,1 ,0.42  ,1.65    ,0.34    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,4.13     ,0.84    ,15574.31    ,1   ,
P3ULV42     ,1 ,0.42  ,4.14    ,0.84    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,10.34    ,2.10    ,45975.79    ,3   ,
P3ULV43     ,1 ,0.42  ,4.05    ,0.82    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,10.13    ,2.06    ,45020.30    ,2   ,
P3ULV44     ,1 ,0.42  ,1.71    ,0.35    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,4.27     ,0.87    ,16094.27    ,1   ,
P3ULV45     ,1 ,0.42  ,1.98    ,0.40    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,4.96     ,1.01    ,18682.63    ,1   ,
P3ULV46     ,1 ,0.42  ,2.20    ,0.45    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,5.51     ,1.12    ,20760.36    ,1   ,
P3ULV47     ,1 ,0.42  ,9.34    ,1.90    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,23.36    ,4.74    ,103869.20   ,6   ,
P3ULV48     ,1 ,0.42  ,2.90    ,0.59    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,7.25     ,1.47    ,27337.50    ,2   ,
P3ULV49     ,1 ,0.42  ,2.95    ,0.60    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,7.38     ,1.50    ,27829.83    ,2   ,
P3ULV50     ,1 ,0.42  ,6.63    ,1.35    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,16.57    ,3.37    ,73683.63    ,4   ,
P3ULV51     ,1 ,0.42  ,2.62    ,0.53    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,6.54     ,1.33    ,24661.98    ,2   ,
P3ULV52     ,1 ,0.42  ,1.92    ,0.39    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,4.80     ,0.97    ,18092.14    ,1   ,
P3ULV53     ,1 ,0.42  ,2.22    ,0.45    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,5.56     ,1.13    ,20944.80    ,1   ,
P3ULV54     ,1 ,0.42  ,3.15    ,0.64    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,7.86     ,1.60    ,29643.21    ,2   ,
P3ULV55     ,1 ,0.42  ,2.27    ,0.46    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,5.67     ,1.15    ,21386.01    ,1   ,
P3ULV56     ,1 ,0.42  ,12.60   ,2.56    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,31.50    ,6.40    ,140045.10   ,8   ,
P3ULV57     ,1 ,0.42  ,6.18    ,1.25    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,15.45    ,3.14    ,68677.13    ,4   ,
P3ULV58     ,1 ,0.42  ,2.46    ,0.50    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,6.16     ,1.25    ,23207.52    ,2   ,
P3ULV59     ,1 ,0.42  ,5.08    ,1.03    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,12.70    ,2.58    ,56476.35    ,3   ,
P3ULV60     ,1 ,0.42  ,2.41    ,0.49    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,6.02     ,1.22    ,26748.74    ,1   ,
P3ULV61     ,1 ,0.42  ,2.68    ,0.54    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,6.70     ,1.36    ,29799.30    ,2   ,
P3ULV62     ,1 ,0.42  ,6.79    ,1.38    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,16.98    ,3.45    ,75486.33    ,4   ,
P3ULV63     ,1 ,0.42  ,2.35    ,0.48    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,5.87     ,1.19    ,22109.96    ,2   ,
P3ULV64     ,1 ,0.42  ,12.19   ,2.48    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,30.47    ,6.19    ,135492.40   ,7   ,
P3ULV65     ,1 ,0.42  ,10.85   ,2.20    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,27.13    ,5.51    ,120614.20   ,7   ,
P3ULV66     ,1 ,0.42  ,5.96    ,1.21    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,14.90    ,3.03    ,66258.21    ,4   ,
P3ULV67     ,1 ,0.42  ,2.59    ,0.53    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,6.47     ,1.31    ,24397.06    ,2   ,
P3ULV68     ,1 ,0.42  ,8.00    ,1.62    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,19.99    ,4.06    ,88872.66    ,5   ,
P3ULV69     ,1 ,0.42  ,3.70    ,0.75    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,9.26     ,1.88    ,34897.14    ,3   ,
P3ULV70     ,1 ,0.42  ,2.88    ,0.59    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,7.21     ,1.46    ,27184.60    ,2   ,
P3ULV70     ,1 ,0.42  ,2.87    ,0.58    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,7.17     ,1.46    ,27017.41    ,2   ,
P3ULV72     ,1 ,0.42  ,2.90    ,0.59    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,7.25     ,1.47    ,27327.71    ,2   ,
P3ULV73     ,1 ,0.42  ,5.37    ,1.09    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,13.42    ,2.72    ,59660.89    ,3   ,
P3ULV74     ,1 ,0.42  ,5.40    ,1.10    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,13.49    ,2.74    ,59993.15    ,3   ,
P3ULV75     ,1 ,0.42  ,7.75    ,1.57    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,19.37    ,3.93    ,86113.16    ,5   ,
P3ULV76     ,1 ,0.42  ,6.86    ,1.39    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,17.14    ,3.48    ,76218.71    ,4   ,
P3ULV76     ,1 ,0.42  ,5.90    ,1.20    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,14.75    ,2.99    ,65574.74    ,4   ,
P3ULV78     ,1 ,0.42  ,2.57    ,0.52    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,6.43     ,1.31    ,24241.95    ,2   ,
P3ULV79     ,1 ,0.42  ,3.97    ,0.81    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,9.92     ,2.01    ,44088.95    ,2   ,
P3ULV80     ,1 ,0.42  ,3.99    ,0.81    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,9.98     ,2.03    ,44368.91    ,2   ,
P3ULV81     ,1 ,0.42  ,1.76    ,0.36    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,4.40     ,0.89    ,16602.34    ,1   ,
P3ULV82     ,1 ,0.42  ,3.14    ,0.64    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,7.86     ,1.60    ,34930.91    ,2   ,
P3ULV82     ,1 ,0.42  ,2.71    ,0.55    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,6.77     ,1.37    ,30096.08    ,2   ,
P3ULV84     ,1 ,0.42  ,6.43    ,1.31    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,16.08    ,3.27    ,71504.80    ,4   ,
P3ULV85     ,1 ,0.42  ,1.64    ,0.33    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,4.09     ,0.83    ,15420.71    ,1   ,
P3ULV86     ,1 ,0.42  ,4.40    ,0.89    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,10.99    ,2.23    ,48860.84    ,3   ,
P3ULV87     ,1 ,0.42  ,4.61    ,0.94    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,11.52    ,2.34    ,51198.62    ,3   ,
P3ULV88     ,1 ,0.42  ,7.48    ,1.52    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,18.70    ,3.80    ,83133.67    ,5   ,
P3ULV88     ,1 ,0.42  ,7.22    ,1.47    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,18.05    ,3.67    ,80256.52    ,4   ,
P3ULV90     ,1 ,0.42  ,9.38    ,1.91    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,23.46    ,4.76    ,104310.70   ,6   ,
P3ULV91     ,1 ,0.42  ,1.57    ,0.32    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,3.93     ,0.80    ,14803.39    ,1   ,
P3ULV92     ,1 ,0.42  ,3.57    ,0.73    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,8.93     ,1.81    ,39704.52    ,2   ,
P3ULV93     ,1 ,0.42  ,2.15    ,0.44    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,5.37     ,1.09    ,20226.92    ,1   ,
P3ULV94     ,1 ,0.42  ,6.78    ,1.38    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,16.94    ,3.44    ,75313.32    ,4   ,
P3ULV95     ,1 ,0.42  ,6.07    ,1.23    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,15.18    ,3.08    ,67510.19    ,4   ,
P3ULV96     ,1 ,0.42  ,2.57    ,0.52    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,6.42     ,1.30    ,28556.72    ,2   ,
P3ULV97     ,1 ,0.42  ,6.01    ,1.22    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,15.04    ,3.05    ,66852.59    ,4   ,
P3ULV98     ,1 ,0.42  ,2.99    ,0.61    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,7.46     ,1.52    ,28135.35    ,2   ,
P3ULV99     ,1 ,0.42  ,2.03    ,0.41    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,5.07     ,1.03    ,19111.64    ,1   ,
P3ULV100    ,1 ,0.42  ,1.80    ,0.37    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,4.50     ,0.91    ,16970.43    ,1   ,
P3ULV101    ,1 ,0.42  ,1.60    ,0.32    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,3.99     ,0.81    ,15040.01    ,1   ,
P3ULV102    ,1 ,0.42  ,1.63    ,0.33    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,4.07     ,0.83    ,15348.17    ,1   ,
P3ULV103    ,1 ,0.42  ,2.12    ,0.43    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,5.30     ,1.08    ,19968.99    ,1   ,
P3ULV104    ,1 ,0.42  ,2.38    ,0.48    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,5.96     ,1.21    ,22451.54    ,2   ,
P3ULV105    ,1 ,0.42  ,1.77    ,0.36    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,4.43     ,0.90    ,16711.09    ,1   ,
P3ULV105    ,1 ,0.42  ,1.67    ,0.34    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,4.18     ,0.85    ,15769.30    ,1   ,
P3ULV107    ,1 ,0.42  ,1.28    ,0.26    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,3.21     ,0.65    ,12103.98    ,1   ,
P3ULV108    ,1 ,0.42  ,1.85    ,0.38    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,4.63     ,0.94    ,17436.92    ,1   ,
P3ULV109    ,1 ,0.42  ,2.88    ,0.58    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,7.20     ,1.46    ,27146.14    ,2   ,
P3ULV110    ,1 ,0.42  ,6.85    ,1.39    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,17.12    ,3.48    ,76133.64    ,4   ,
P3ULV104    ,1 ,0.42  ,11.41   ,2.32    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,28.53    ,5.79    ,126863.30   ,7   ,
P3ULV112    ,1 ,0.42  ,10.52   ,2.14    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,26.30    ,5.34    ,116947.30   ,6   ,
P3ULV113    ,1 ,0.42  ,7.40    ,1.50    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,18.50    ,3.76    ,82245.63    ,5   ,
P3ULV114    ,1 ,0.42  ,6.27    ,1.27    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,15.67    ,3.18    ,69650.52    ,4   ,
P3ULV115    ,1 ,0.42  ,2.28    ,0.46    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,5.69     ,1.16    ,21440.85    ,1   ,
P3ULV116    ,1 ,0.42  ,6.78    ,1.38    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,16.95    ,3.44    ,75356.21    ,4   ,
P3ULV117    ,1 ,0.42  ,6.98    ,1.42    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,17.46    ,3.54    ,77616.96    ,4   ,
P3ULV118    ,1 ,0.42  ,2.94    ,0.60    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,7.35     ,1.49    ,27700.66    ,2   ,
P3ULV119    ,1 ,0.42  ,1.74    ,0.35    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,4.35     ,0.88    ,16384.02    ,1   ,
P3ULV120    ,1 ,0.42  ,4.55    ,0.92    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,11.37    ,2.31    ,50558.31    ,3   ,
P3ULV121    ,1 ,0.42  ,2.08    ,0.42    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,5.20     ,1.06    ,19608.03    ,1   ,
P3ULV122    ,1 ,0.42  ,1.72    ,0.35    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,4.29     ,0.87    ,16180.59    ,1   ,
P3ULV123    ,1 ,0.42  ,4.35    ,0.88    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,10.87    ,2.21    ,48328.49    ,3   ,
P3ULV124    ,1 ,0.42  ,3.33    ,0.68    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,8.31     ,1.69    ,31338.28    ,2   ,
P3ULV125    ,1 ,0.42  ,6.76    ,1.37    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,16.89    ,3.43    ,75088.05    ,4   ,
P3ULV126    ,1 ,0.42  ,7.93    ,1.61    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,19.82    ,4.02    ,88107.70    ,5   ,
P3ULV127    ,1 ,0.42  ,8.05    ,1.63    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,20.12    ,4.08    ,89444.26    ,5   ,
P3ULV128    ,1 ,0.42  ,1.55    ,0.32    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,3.88     ,0.79    ,14640.46    ,1   ,
P3ULV129    ,1 ,0.42  ,1.53    ,0.31    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,3.84     ,0.78    ,14460.58    ,1   ,
P3ULV130    ,1 ,0.42  ,1.36    ,0.28    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,3.39     ,0.69    ,12787.99    ,1   ,
P3ULV131    ,1 ,0.42  ,1.53    ,0.31    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,3.83     ,0.78    ,14436.55    ,1   ,
P3ULV132    ,1 ,0.42  ,1.85    ,0.38    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,4.62     ,0.94    ,17426.15    ,1   ,
P3ULV133    ,1 ,0.42  ,4.49    ,0.91    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,11.21    ,2.28    ,49859.70    ,3   ,
P3ULV134    ,1 ,0.42  ,8.36    ,1.70    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,20.91    ,4.25    ,92966.97    ,5   ,
P3ULV135    ,1 ,0.42  ,10.97   ,2.23    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,27.43    ,5.57    ,121975.30   ,7   ,
P3ULV135    ,1 ,0.42  ,4.73    ,0.96    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,11.84    ,2.40    ,52623.85    ,3   ,
P3ULV137    ,1 ,0.42  ,4.92    ,1.00    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,12.29    ,2.50    ,54653.36    ,3   ,
P3ULV138    ,1 ,0.42  ,3.04    ,0.62    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,7.60     ,1.54    ,33773.57    ,2   ,
P3ULV138    ,1 ,0.42  ,4.23    ,0.86    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,10.58    ,2.15    ,47030.65    ,3   ,
P3ULV140    ,1 ,0.42  ,2.72    ,0.55    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,6.81     ,1.38    ,30259.12    ,2   ,
P3ULV141    ,1 ,0.42  ,3.79    ,0.77    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,9.47     ,1.92    ,42087.44    ,2   ,
P3ULV142    ,1 ,0.42  ,3.77    ,0.77    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,9.44     ,1.92    ,41956.81    ,2   ,
P3ULV143    ,1 ,0.42  ,1.79    ,0.36    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,4.48     ,0.91    ,16889.29    ,1   ,
P3ULV144    ,1 ,0.42  ,4.56    ,0.93    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,11.39    ,2.31    ,50661.85    ,3   ,
P3ULV145    ,1 ,0.42  ,4.70    ,0.95    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,11.74    ,2.38    ,52206.43    ,3   ,
P3ULV146    ,1 ,0.42  ,5.29    ,1.08    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,13.24    ,2.69    ,58848.01    ,3   ,
P3ULV147    ,1 ,0.42  ,7.89    ,1.60    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,19.71    ,4.00    ,87650.90    ,5   ,
P3ULV148    ,1 ,0.42  ,6.91    ,1.40    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,17.27    ,3.51    ,76778.48    ,4   ,
P3ULV149    ,1 ,0.42  ,6.42    ,1.30    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,16.05    ,3.26    ,71381.32    ,4   ,
P3ULV150    ,1 ,0.42  ,3.65    ,0.74    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,9.12     ,1.85    ,34377.81    ,3   ,
P3ULV151    ,1 ,0.42  ,7.98    ,1.62    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,19.95    ,4.05    ,88717.84    ,5   ,
P3ULV152    ,1 ,0.42  ,2.51    ,0.51    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,6.28     ,1.28    ,23673.95    ,2   ,
P3ULV153    ,1 ,0.42  ,2.94    ,0.60    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,7.36     ,1.49    ,32717.36    ,2   ,
P3ULV150    ,1 ,0.42  ,2.83    ,0.57    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,7.08     ,1.44    ,31474.63    ,2   ,
P3ULV155    ,1 ,0.42  ,7.22    ,1.47    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,18.05    ,3.67    ,80252.92    ,4   ,
P3ULV156    ,1 ,0.42  ,1.76    ,0.36    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,4.41     ,0.90    ,16616.69    ,1   ,
P3ULV157    ,1 ,0.42  ,8.92    ,1.81    ,P3UHS0_1247 ,P3UHS0_1247 -> P3UDT69    ,22.30    ,4.53    ,99168.55    ,5   ,
