Code,NodeA,NodeB,NomV,Len,Equip,R,X,C,R0,X0,C0,Imax,Status,Phases,PhasesV,PhasesVI,Subest,Feeder,
L(R:P1UDM5-P1ULV1450)                ,P1UDM5      ,P1ULV1450 ,0.42  ,0.009 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00478 ,0.00089 ,0.46662   ,0.01470 ,0.01141 ,0.03422 ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,
L(R:P1UDM6-P1ULV973)                 ,P1UDM6      ,P1ULV973  ,0.42  ,0.011 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00571 ,0.00106 ,0.55759   ,0.01757 ,0.01363 ,0.04090 ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,
L(R:P1UDM7-P1ULV975)                 ,P1UDM7      ,P1ULV975  ,0.42  ,0.011 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00581 ,0.00108 ,0.56812   ,0.01790 ,0.01389 ,0.04167 ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,
L(R:P1UDM6-P1UDM7)                   ,P1UDM6      ,P1UDM7    ,0.42  ,0.010 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00517 ,0.00096 ,0.50552   ,0.01592 ,0.01236 ,0.03708 ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,
L(R:P1UDM5-P1UDM6)                   ,P1UDM5      ,P1UDM6    ,0.42  ,0.010 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00517 ,0.00096 ,0.50495   ,0.01591 ,0.01235 ,0.03704 ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,
L(R:P1UDM5-P1UDT0LV)                 ,P1UDT0LV    ,P1UDM5    ,0.42  ,0.010 ,1P_UG_AL_4/0_Sweetbriar_0_416_0        ,0.00259 ,0.00089 ,0.55452   ,0.01050 ,0.00676 ,0.02028 ,301 ,1 ,B   ,B_LV   ,1_LV_100.333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,
L(R:P1UDT2LV-P1ULV3)                 ,P1UDT2LV    ,P1ULV3    ,0.42  ,0.001 ,1P_OH_CU_4_Ionic_0_416_0               ,0.00083 ,0.00010 ,0.05448   ,0.00203 ,0.00125 ,0.00376 ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT104  ,
L(R:P1UDT3LV-P1ULV4)                 ,P1UDT3LV    ,P1ULV4    ,0.42  ,0.007 ,1P_OH_CU_4_Ionic_0_416_0               ,0.00623 ,0.00076 ,0.40794   ,0.01516 ,0.00938 ,0.02815 ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,
L(R:P1UDT3LV-P1ULV130)               ,P1UDT3LV    ,P1ULV130  ,0.42  ,0.016 ,1P_OH_CU_4_Ionic_0_416_0               ,0.01327 ,0.00161 ,0.86947   ,0.03232 ,0.02000 ,0.06001 ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,
L(R:P1UDT3LV-P1ULV133)               ,P1UDT3LV    ,P1ULV133  ,0.42  ,0.012 ,1P_OH_CU_4_Ionic_0_416_0               ,0.01005 ,0.00122 ,0.65809   ,0.02446 ,0.01514 ,0.04542 ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,
L(R:P1UDM13-P1ULV128)                ,P1UDM13     ,P1ULV128  ,0.42  ,0.013 ,1P_OH_CU_4_Ionic_0_416_0               ,0.01062 ,0.00129 ,0.69576   ,0.02586 ,0.01601 ,0.04802 ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,
L(R:P1UDM13-P1ULV370)                ,P1UDM13     ,P1ULV370  ,0.42  ,0.010 ,1P_OH_CU_4_Ionic_0_416_0               ,0.00799 ,0.00097 ,0.52360   ,0.01946 ,0.01205 ,0.03614 ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,
L(R:P1UDM19-P1ULV1937)               ,P1UDM19     ,P1ULV1937 ,0.42  ,0.013 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00728 ,0.00135 ,0.71134   ,0.02241 ,0.01739 ,0.05217 ,205 ,1 ,B   ,B_LV   ,1_LV_68.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,
L(R:P1UDM13-P1UDM19)                 ,P1UDM13     ,P1UDM19   ,0.42  ,0.046 ,1P_OH_CU_4_Ionic_0_416_0               ,0.03791 ,0.00461 ,2.48363   ,0.09232 ,0.05714 ,0.17141 ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,
L(R:P1UDM13-P1UDT3LV)                ,P1UDT3LV    ,P1UDM13   ,0.42  ,0.017 ,1P_OH_CU_4_Ionic_0_416_0               ,0.01420 ,0.00173 ,0.92991   ,0.03457 ,0.02139 ,0.06418 ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,
L(R:P1UDM16-P1ULV368)                ,P1UDM16     ,P1ULV368  ,0.42  ,0.009 ,1P_OH_CU_4_Ionic_0_416_0               ,0.00784 ,0.00095 ,0.51358   ,0.01909 ,0.01181 ,0.03544 ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,
L(R:P1UDM16-P1ULV1819)               ,P1UDM16     ,P1ULV1819 ,0.42  ,0.014 ,1P_OH_CU_4_Ionic_0_416_0               ,0.01165 ,0.00142 ,0.76336   ,0.02838 ,0.01756 ,0.05268 ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,
L(R:P1UDM16-P1UDT3LV)                ,P1UDT3LV    ,P1UDM16   ,0.42  ,0.017 ,1P_OH_CU_4_Ionic_0_416_0               ,0.01419 ,0.00173 ,0.92936   ,0.03455 ,0.02138 ,0.06414 ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,
L(R:P1UDT5LV-P1ULV6)                 ,P1UDT5LV    ,P1ULV6    ,0.42  ,0.010 ,1P_UG_AL_4/0_Sweetbriar_0_416_0        ,0.00260 ,0.00090 ,0.55668   ,0.01054 ,0.00679 ,0.02036 ,301 ,1 ,C   ,C_LV   ,1_LV_100.333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1470 ,
L(R:P1UDT6LV-P1ULV1323)              ,P1UDT6LV    ,P1ULV1323 ,0.42  ,0.012 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00670 ,0.00124 ,0.65503   ,0.02063 ,0.01601 ,0.04804 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,
L(R:P1UDT6LV-P1ULV1874)              ,P1UDT6LV    ,P1ULV1874 ,0.42  ,0.017 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00912 ,0.00169 ,0.89135   ,0.02808 ,0.02179 ,0.06538 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,
L(R:P1UDM23-P1ULV1257)               ,P1UDM23     ,P1ULV1257 ,0.42  ,0.018 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00981 ,0.00182 ,0.95861   ,0.03020 ,0.02344 ,0.07031 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,
L(R:P1UDM23-P1ULV1324)               ,P1UDM23     ,P1ULV1324 ,0.42  ,0.011 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00589 ,0.00109 ,0.57551   ,0.01813 ,0.01407 ,0.04221 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,
L(R:P1UDM24-P1ULV1258)               ,P1UDM24     ,P1ULV1258 ,0.42  ,0.026 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01387 ,0.00257 ,1.35556   ,0.04270 ,0.03314 ,0.09942 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,
L(R:P1UDM24-P1ULV1317)               ,P1UDM24     ,P1ULV1317 ,0.42  ,0.014 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00749 ,0.00139 ,0.73157   ,0.02305 ,0.01789 ,0.05366 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,
L(R:P1UDM23-P1UDM24)                 ,P1UDM23     ,P1UDM24   ,0.42  ,0.010 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00529 ,0.00098 ,0.51723   ,0.01629 ,0.01265 ,0.03794 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,
L(R:P1UDM23-P1UDT6LV)                ,P1UDT6LV    ,P1UDM23   ,0.42  ,0.010 ,1P_UG_AL_4/0_Sweetbriar_0_416_0        ,0.00265 ,0.00091 ,0.56679   ,0.01074 ,0.00691 ,0.02073 ,301 ,1 ,C   ,C_LV   ,1_LV_100.333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,
L(R:P1UDM27-P1ULV1322)               ,P1UDM27     ,P1ULV1322 ,0.42  ,0.013 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00694 ,0.00129 ,0.67840   ,0.02137 ,0.01659 ,0.04976 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,
L(R:P1UDM27-P1ULV1933)               ,P1UDM27     ,P1ULV1933 ,0.42  ,0.017 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00941 ,0.00175 ,0.91968   ,0.02897 ,0.02248 ,0.06745 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,
L(R:P1UDM22-P1ULV7)                  ,P1UDM22     ,P1ULV7    ,0.42  ,0.017 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00912 ,0.00169 ,0.89070   ,0.02806 ,0.02178 ,0.06533 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,
L(R:P1UDM22-P1ULV1321)               ,P1UDM22     ,P1ULV1321 ,0.42  ,0.012 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00672 ,0.00125 ,0.65669   ,0.02069 ,0.01606 ,0.04817 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,
L(R:P1UDM22-P1UDM27)                 ,P1UDM27     ,P1UDM22   ,0.42  ,0.010 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00529 ,0.00098 ,0.51723   ,0.01629 ,0.01265 ,0.03794 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,
L(R:P1UDM27-P1UDT6LV)                ,P1UDT6LV    ,P1UDM27   ,0.42  ,0.010 ,1P_UG_AL_2/0_Converse_0_416_0          ,0.00420 ,0.00096 ,0.53411   ,0.01449 ,0.01045 ,0.03136 ,233 ,1 ,C   ,C_LV   ,1_LV_77.6667 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,
L(R:P1UDT7LV-P1ULV8)                 ,P1UDT7LV    ,P1ULV8    ,0.42  ,0.009 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00506 ,0.00094 ,0.49403   ,0.01556 ,0.01208 ,0.03623 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,
L(R:P1UDM33-P1ULV779)                ,P1UDM33     ,P1ULV779  ,0.42  ,0.008 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00418 ,0.00078 ,0.40825   ,0.01286 ,0.00998 ,0.02994 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,
L(R:P1UDM35-P1ULV1532)               ,P1UDM35     ,P1ULV1532 ,0.42  ,0.011 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00582 ,0.00108 ,0.56914   ,0.01793 ,0.01391 ,0.04174 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,
L(R:P1UDM33-P1UDM35)                 ,P1UDM33     ,P1UDM35   ,0.42  ,0.019 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01028 ,0.00191 ,1.00410   ,0.03163 ,0.02455 ,0.07365 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,
L(R:P1UDM33-P1UDT7LV)                ,P1UDT7LV    ,P1UDM33   ,0.42  ,0.010 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00514 ,0.00095 ,0.50236   ,0.01583 ,0.01228 ,0.03685 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,
L(R:P1UDM34-P1ULV791)                ,P1UDM34     ,P1ULV791  ,0.42  ,0.009 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00484 ,0.00090 ,0.47268   ,0.01489 ,0.01156 ,0.03467 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,
L(R:P1UDM36-P1ULV1544)               ,P1UDM36     ,P1ULV1544 ,0.42  ,0.011 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00596 ,0.00111 ,0.58217   ,0.01834 ,0.01423 ,0.04270 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,
L(R:P1UDM34-P1UDM36)                 ,P1UDM34     ,P1UDM36   ,0.42  ,0.010 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00514 ,0.00095 ,0.50236   ,0.01583 ,0.01228 ,0.03685 ,205 ,1 ,C   ,C_LV   ,1_LV_68.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,
L(R:P1UDM34-P1UDT7LV)                ,P1UDT7LV    ,P1UDM34   ,0.42  ,0.019 ,1P_UG_AL_2/0_Converse_0_416_0          ,0.00815 ,0.00186 ,1.03634   ,0.02812 ,0.02028 ,0.06084 ,233 ,1 ,C   ,C_LV   ,1_LV_77.6667 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,
L(R:P1UDT8LV-P1ULV9)                 ,P1UDT8LV    ,P1ULV9    ,0.42  ,0.023 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.01255 ,0.00233 ,1.22632   ,0.03863 ,0.02998 ,0.08995 ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1472 ,
L(R:P1UDM38-P1ULV10)                 ,P1UDM38     ,P1ULV10   ,0.42  ,0.009 ,1P_OH_CU_4_Ionic_0_416_0               ,0.00787 ,0.00096 ,0.51579   ,0.01917 ,0.01187 ,0.03560 ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1472 ,
L(R:P1UDM38-P1UDT9LV)                ,P1UDT9LV    ,P1UDM38   ,0.42  ,0.038 ,1P_OH_CU_4_Ionic_0_416_0               ,0.03164 ,0.00385 ,2.07244   ,0.07704 ,0.04768 ,0.14303 ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1472 ,
L(R:P1UDM39-P1ULV1604)               ,P1UDM39     ,P1ULV1604 ,0.42  ,0.011 ,1P_OH_CU_4_Ionic_0_416_0               ,0.00951 ,0.00116 ,0.62285   ,0.02315 ,0.01433 ,0.04299 ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1472 ,
L(R:P1UDM39-P1UDT9LV)                ,P1UDT9LV    ,P1UDM39   ,0.42  ,0.021 ,1P_OH_CU_4_Ionic_0_416_0               ,0.01778 ,0.00216 ,1.16473   ,0.04330 ,0.02679 ,0.08038 ,115 ,1 ,B   ,B_LV   ,1_LV_38.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1472 ,
L(R:P1UDT10LV-P1ULV11)               ,P1UDT10LV   ,P1ULV11   ,0.42  ,0.013 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00701 ,0.00130 ,0.68484   ,0.02157 ,0.01674 ,0.05023 ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,
L(R:P1UDT10LV-P1ULV1113)             ,P1UDT10LV   ,P1ULV1113 ,0.42  ,0.013 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00722 ,0.00134 ,0.70535   ,0.02222 ,0.01724 ,0.05173 ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,
L(R:P1UDM43-P1ULV543)                ,P1UDM43     ,P1ULV543  ,0.42  ,0.013 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00707 ,0.00131 ,0.69043   ,0.02175 ,0.01688 ,0.05064 ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,
L(R:P1UDM43-P1ULV1114)               ,P1UDM43     ,P1ULV1114 ,0.42  ,0.015 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00793 ,0.00147 ,0.77480   ,0.02441 ,0.01894 ,0.05683 ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,
L(R:P1UDM51-P1ULV1120)               ,P1UDM51     ,P1ULV1120 ,0.42  ,0.015 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00802 ,0.00149 ,0.78388   ,0.02469 ,0.01916 ,0.05749 ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,
L(R:P1UDM51-P1ULV1967)               ,P1UDM51     ,P1ULV1967 ,0.42  ,0.013 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00701 ,0.00130 ,0.68494   ,0.02158 ,0.01675 ,0.05024 ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,
L(R:P1UDM42-P1ULV535)                ,P1UDM42     ,P1ULV535  ,0.42  ,0.012 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00628 ,0.00116 ,0.61326   ,0.01932 ,0.01499 ,0.04498 ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,
L(R:P1UDM42-P1ULV1119)               ,P1UDM42     ,P1ULV1119 ,0.42  ,0.013 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00727 ,0.00135 ,0.71015   ,0.02237 ,0.01736 ,0.05209 ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,
L(R:P1UDM49-P1ULV1115)               ,P1UDM49     ,P1ULV1115 ,0.42  ,0.013 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00710 ,0.00132 ,0.69412   ,0.02187 ,0.01697 ,0.05091 ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,
L(R:P1UDM42-P1UDM49)                 ,P1UDM42     ,P1UDM49   ,0.42  ,0.010 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00533 ,0.00099 ,0.52047   ,0.01640 ,0.01272 ,0.03817 ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,
L(R:P1UDM42-P1UDM51)                 ,P1UDM51     ,P1UDM42   ,0.42  ,0.010 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00532 ,0.00099 ,0.51995   ,0.01638 ,0.01271 ,0.03814 ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,
L(R:P1UDM43-P1UDM51)                 ,P1UDM43     ,P1UDM51   ,0.42  ,0.010 ,1P_UG_AL_2/0_Converse_0_416_0          ,0.00423 ,0.00096 ,0.53746   ,0.01459 ,0.01052 ,0.03155 ,233 ,1 ,A   ,A_LV   ,1_LV_77.6667 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,
L(R:P1UDM43-P1UDT10LV)               ,P1UDT10LV   ,P1UDM43   ,0.42  ,0.010 ,1P_UG_AL_4/0_Sweetbriar_0_416_0        ,0.00267 ,0.00092 ,0.57092   ,0.01081 ,0.00696 ,0.02088 ,301 ,1 ,A   ,A_LV   ,1_LV_100.333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,
L(R:P1UDM44-P1ULV602)                ,P1UDM44     ,P1ULV602  ,0.42  ,0.014 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00745 ,0.00138 ,0.72826   ,0.02294 ,0.01780 ,0.05341 ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,
L(R:P1UDM44-P1ULV1865)               ,P1UDM44     ,P1ULV1865 ,0.42  ,0.013 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00680 ,0.00126 ,0.66421   ,0.02092 ,0.01624 ,0.04872 ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,
L(R:P1UDM46-P1ULV1112)               ,P1UDM46     ,P1ULV1112 ,0.42  ,0.012 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00669 ,0.00124 ,0.65334   ,0.02058 ,0.01597 ,0.04792 ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,
L(R:P1UDM46-P1ULV1897)               ,P1UDM46     ,P1ULV1897 ,0.42  ,0.014 ,1P_UG_AL_1/0_Brenau_0_416_0            ,0.00769 ,0.00143 ,0.75092   ,0.02366 ,0.01836 ,0.05508 ,205 ,1 ,A   ,A_LV   ,1_LV_68.3333 ,P1UHS0_1247 ,P1UHS0_1247 -> P1UDT1469 ,
