Node,OH,
SM144   ,A ,
SM145   ,A ,
SM146   ,A ,
SM147   ,A ,
SM148   ,A ,
SM149   ,A ,
SM150   ,A ,
SM151   ,A ,
SM152   ,A ,
SM153   ,A ,
SM154   ,A ,
SM156   ,A ,
SM157   ,A ,
SM158   ,A ,
SM159   ,A ,
SM160   ,S ,
SM161   ,S ,
SM162   ,S ,
SM163   ,A ,
SM164   ,S ,
SM165   ,S ,
SM166   ,A ,
SM167   ,A ,
SM168   ,A ,
SM169   ,S ,
SM170   ,S ,
SM171   ,S ,
SM172   ,S ,
SM173   ,A ,
SM174   ,A ,
SM175   ,S ,
SM176   ,A ,
SM177   ,S ,
SM178   ,A ,
SM179   ,A ,
SM180   ,S ,
SM181   ,S ,
SM182   ,A ,
SM184   ,A ,
SM185   ,A ,
SM186   ,A ,
SM188   ,S ,
SM190   ,S ,
SM191   ,A ,
SM193   ,S ,
SM194   ,S ,
SM195   ,A ,
SM196   ,A ,
SM198   ,S ,
SM199   ,A ,
SM201   ,A ,
SM202   ,S ,
SM203   ,A ,
SM204   ,A ,
SM205   ,A ,
SM206   ,A ,
SM207   ,A ,
SM208   ,A ,
SM209   ,A ,
SM210   ,A ,
SM211   ,A ,
SM212   ,A ,
SM213   ,A ,
SM214   ,A ,
SM215   ,A ,
SM216   ,A ,
SM217   ,A ,
SM218   ,A ,
SM220   ,A ,
SM221   ,A ,
SM222   ,A ,
SM223   ,A ,
SM224   ,A ,
SM225   ,A ,
SM226   ,A ,
SM228   ,A ,
SM229   ,A ,
SM230   ,A ,
SM231   ,A ,
SM232   ,A ,
SM234   ,A ,
SM235   ,A ,
SM236   ,A ,
SM237   ,A ,
SM238   ,A ,
SM239   ,A ,
SM241   ,A ,
SM242   ,A ,
SM243   ,A ,
SM244   ,A ,
SM245   ,A ,
SM246   ,A ,
SM247   ,A ,
SM248   ,A ,
SM249   ,A ,
SM250   ,A ,
SM251   ,A ,
SM252   ,A ,
SM253   ,A ,
SM256   ,A ,
SM257   ,A ,
SM258   ,A ,
SM259   ,A ,
SM260   ,A ,
SM261   ,A ,
SM262   ,A ,
SM265   ,A ,
SM266   ,A ,
SM267   ,A ,
SM268   ,A ,
SM269   ,A ,
SM270   ,A ,
SM271   ,A ,
SM272   ,A ,
SM273   ,A ,
SM274   ,A ,
SM275   ,A ,
SM276   ,A ,
SM277   ,A ,
SM278   ,A ,
SM279   ,A ,
SM280   ,A ,
SM281   ,A ,
SM282   ,A ,
SM283   ,A ,
SM284   ,A ,
SM285   ,A ,
SM286   ,A ,
SM288   ,A ,
SM289   ,A ,
SM291   ,A ,
SM293   ,A ,
SM294   ,A ,
SM295   ,A ,
SM296   ,A ,
SM297   ,A ,
SM298   ,A ,
SM300   ,A ,
SM301   ,A ,
SM302   ,A ,
SM303   ,A ,
SM304   ,A ,
SM305   ,A ,
SM306   ,A ,
SM307   ,A ,
SM308   ,A ,
SM309   ,A ,
SM311   ,A ,
SM312   ,A ,
SM313   ,A ,
SM314   ,A ,
SM315   ,A ,
SM316   ,A ,
SM317   ,A ,
SM318   ,A ,
SM319   ,A ,
SM320   ,A ,
SM321   ,A ,
SM322   ,A ,
SM324   ,A ,
SM325   ,A ,
SM326   ,A ,
SM327   ,A ,
SM328   ,A ,
SM329   ,A ,
SM330   ,A ,
SM331   ,A ,
SM332   ,A ,
SM333   ,A ,
SM334   ,A ,
SM335   ,A ,
SM336   ,A ,
SM338   ,A ,
SM339   ,A ,
SM340   ,A ,
SM342   ,A ,
SM343   ,A ,
SM344   ,A ,
SM345   ,A ,
SM346   ,A ,
SM347   ,A ,
SM348   ,A ,
SM349   ,A ,
SM350   ,A ,
SM351   ,A ,
SM352   ,A ,
SM353   ,A ,
SM354   ,A ,
SM355   ,A ,
SM356   ,A ,
SM357   ,A ,
SM358   ,A ,
SM359   ,A ,
SM360   ,A ,
SM361   ,A ,
SM362   ,A ,
SM363   ,A ,
SM364   ,A ,
SM365   ,A ,
SM366   ,A ,
SM367   ,A ,
SM368   ,A ,
SM369   ,A ,
SM370   ,A ,
SM371   ,A ,
SM372   ,A ,
SM373   ,A ,
SM374   ,A ,
SM375   ,A ,
SM377   ,A ,
SM378   ,A ,
SM379   ,A ,
SM380   ,A ,
SM381   ,A ,
SM382   ,A ,
SM383   ,A ,
SM384   ,A ,
SM385   ,A ,
SM386   ,A ,
SM387   ,A ,
SM388   ,A ,
SM389   ,A ,
SM390   ,A ,
SM391   ,A ,
SM392   ,A ,
SM393   ,A ,
SM394   ,A ,
SM395   ,A ,
SM396   ,A ,
SM397   ,A ,
SM398   ,A ,
SM399   ,A ,
SM400   ,A ,
SM401   ,A ,
SM402   ,A ,
SM403   ,A ,
SM404   ,A ,
SM405   ,A ,
SM406   ,A ,
SM407   ,A ,
SM408   ,A ,
SM409   ,A ,
SM410   ,A ,
SM411   ,A ,
SM413   ,A ,
SM414   ,A ,
SM415   ,A ,
SM416   ,A ,
SM417   ,A ,
SM418   ,A ,
SM419   ,A ,
SM421   ,A ,
SM422   ,A ,
SM423   ,A ,
SM424   ,A ,
SM425   ,A ,
SM426   ,A ,
SM427   ,A ,
SM428   ,A ,
SM429   ,A ,
SM430   ,A ,
SM431   ,A ,
SM432   ,A ,
SM433   ,A ,
SM434   ,A ,
SM435   ,A ,
SM436   ,A ,
SM437   ,A ,
SM438   ,A ,
SM439   ,A ,
SM440   ,A ,
SM441   ,A ,
SM443   ,A ,
SM444   ,A ,
SM445   ,A ,
SM446   ,A ,
SM447   ,A ,
SM448   ,A ,
SM449   ,A ,
SM450   ,A ,
SM451   ,A ,
SM454   ,A ,
SM455   ,A ,
SM456   ,A ,
SM457   ,A ,
SM458   ,A ,
SM459   ,A ,
SM460   ,A ,
SM461   ,A ,
SM463   ,A ,
SM464   ,A ,
SM466   ,A ,
SM467   ,A ,
SM468   ,A ,
SM469   ,A ,
SM470   ,A ,
SM471   ,A ,
SM472   ,A ,
SM473   ,A ,
SM475   ,A ,
SM476   ,A ,
SM478   ,A ,
SM479   ,A ,
SM480   ,A ,
SM481   ,A ,
SM482   ,A ,
SM483   ,A ,
SM484   ,A ,
SM485   ,A ,
SM486   ,A ,
SM487   ,A ,
SM488   ,A ,
SM489   ,A ,
SM490   ,A ,
SM491   ,A ,
SM492   ,A ,
SM493   ,A ,
SM494   ,A ,
SM495   ,A ,
SM496   ,A ,
SM497   ,A ,
SM498   ,A ,
SM499   ,A ,
SM500   ,A ,
SM501   ,A ,
SM503   ,A ,
SM504   ,A ,
SM505   ,A ,
SM507   ,A ,
SM508   ,A ,
SM510   ,A ,
SM511   ,A ,
SM512   ,A ,
SM513   ,A ,
SM514   ,A ,
SM515   ,A ,
SM516   ,A ,
SM517   ,A ,
SM518   ,A ,
SM519   ,A ,
SM520   ,A ,
SM521   ,A ,
SM523   ,A ,
SM524   ,A ,
SM525   ,A ,
SM526   ,A ,
SM527   ,A ,
SM528   ,A ,
SM529   ,A ,
SM530   ,A ,
SM531   ,A ,
SM532   ,A ,
SM533   ,A ,
SM534   ,A ,
SM535   ,A ,
SM536   ,A ,
SM537   ,A ,
SM538   ,A ,
SM539   ,A ,
SM540   ,A ,
SM541   ,A ,
SM542   ,A ,
SM543   ,A ,
SM544   ,A ,
SM546   ,A ,
SM547   ,A ,
SM548   ,A ,
SM549   ,A ,
SM550   ,A ,
SM551   ,A ,
SM552   ,A ,
SM553   ,A ,
SM554   ,A ,
SM555   ,A ,
SM556   ,A ,
SM557   ,A ,
SM558   ,A ,
SM559   ,A ,
SM560   ,A ,
SM561   ,A ,
SM562   ,A ,
SM563   ,A ,
SM565   ,A ,
SM566   ,A ,
SM567   ,A ,
SM568   ,A ,
SM569   ,A ,
SM570   ,A ,
SM571   ,A ,
SM572   ,A ,
SM573   ,A ,
SM574   ,A ,
SM575   ,A ,
SM576   ,A ,
SM577   ,A ,
SM578   ,S ,
SM579   ,S ,
SM580   ,S ,
SM581   ,A ,
SM582   ,S ,
SM583   ,A ,
SM584   ,A ,
SM585   ,A ,
SM586   ,S ,
SM587   ,A ,
SM588   ,A ,
SM589   ,S ,
SM590   ,A ,
SM591   ,S ,
SM592   ,A ,
SM593   ,S ,
SM594   ,A ,
SM595   ,S ,
SM596   ,A ,
SM597   ,S ,
SM598   ,A ,
SM599   ,S ,
SM600   ,S ,
SM601   ,A ,
SM602   ,S ,
SM603   ,A ,
SM604   ,S ,
SM605   ,A ,
SM607   ,S ,
SM608   ,A ,
SM609   ,A ,
SM610   ,S ,
SM611   ,A ,
SM612   ,S ,
SM613   ,A ,
SM614   ,S ,
SM615   ,A ,
SM616   ,S ,
SM617   ,A ,
SM618   ,A ,
SM619   ,A ,
SM620   ,S ,
SM621   ,A ,
SM623   ,S ,
SM624   ,S ,
SM625   ,A ,
SM627   ,S ,
SM628   ,A ,
SM629   ,S ,
SM630   ,A ,
SM631   ,A ,
SM632   ,S ,
SM633   ,S ,
SM634   ,S ,
SM636   ,S ,
SM637   ,A ,
SM639   ,A ,
SM640   ,S ,
SM641   ,S ,
SM643   ,S ,
SM644   ,A ,
SM645   ,S ,
SM646   ,A ,
SM647   ,S ,
SM648   ,S ,
SM649   ,S ,
SM650   ,A ,
SM651   ,S ,
SM652   ,A ,
SM653   ,S ,
SM654   ,S ,
SM655   ,A ,
SM656   ,S ,
SM657   ,A ,
SM658   ,S ,
SM659   ,A ,
SM660   ,A ,
SM661   ,S ,
SM662   ,S ,
SM663   ,S ,
SM664   ,S ,
SM665   ,A ,
SM666   ,A ,
SM667   ,S ,
SM668   ,A ,
SM669   ,S ,
SM670   ,A ,
SM672   ,A ,
SM673   ,S ,
SM674   ,A ,
SM675   ,A ,
SM676   ,A ,
SM677   ,A ,
SM678   ,A ,
SM679   ,A ,
SM680   ,A ,
SM681   ,S ,
SM682   ,A ,
SM683   ,A ,
SM684   ,A ,
SM685   ,A ,
SM686   ,A ,
SM687   ,A ,
SM688   ,A ,
SM689   ,S ,
SM690   ,A ,
SM691   ,A ,
SM692   ,S ,
SM693   ,A ,
SM694   ,A ,
SM695   ,A ,
SM696   ,A ,
SM697   ,A ,
SM698   ,A ,
SM699   ,A ,
SM700   ,A ,
SM701   ,A ,
SM702   ,A ,
SM703   ,A ,
SM704   ,A ,
SM705   ,A ,
SM706   ,A ,
SM707   ,A ,
SM708   ,A ,
SM709   ,S ,
SM710   ,A ,
SM711   ,A ,
SM712   ,A ,
SM714   ,A ,
SM715   ,A ,
SM716   ,S ,
SM717   ,S ,
SM718   ,A ,
SM719   ,S ,
SM720   ,A ,
SM721   ,A ,
SM722   ,A ,
SM723   ,S ,
SM724   ,A ,
SM726   ,S ,
SM727   ,A ,
SM728   ,A ,
SM729   ,A ,
SM730   ,S ,
SM732   ,A ,
SM733   ,A ,
SM734   ,A ,
SM735   ,A ,
SM736   ,A ,
SM737   ,S ,
SM738   ,S ,
SM739   ,S ,
SM740   ,A ,
SM741   ,A ,
SM742   ,S ,
SM743   ,A ,
SM744   ,A ,
SM745   ,S ,
SM746   ,A ,
SM747   ,S ,
SM748   ,A ,
SM749   ,A ,
SM750   ,A ,
SM751   ,S ,
SM752   ,A ,
SM753   ,A ,
SM754   ,A ,
SM755   ,S ,
SM756   ,S ,
SM757   ,S ,
SM758   ,A ,
SM759   ,A ,
SM760   ,A ,
SM761   ,A ,
SM762   ,A ,
SM763   ,A ,
SM764   ,A ,
SM765   ,A ,
SM766   ,A ,
SM767   ,A ,
SM768   ,A ,
SM769   ,S ,
SM770   ,A ,
SM772   ,A ,
SM774   ,A ,
SM775   ,A ,
SM776   ,A ,
SM777   ,S ,
SM778   ,A ,
SM779   ,S ,
SM781   ,A ,
SM782   ,S ,
SM783   ,A ,
SM784   ,A ,
SM786   ,S ,
SM787   ,A ,
SM788   ,A ,
SM789   ,S ,
SM790   ,S ,
SM791   ,A ,
SM792   ,S ,
SM793   ,S ,
SM794   ,S ,
SM795   ,S ,
SM796   ,A ,
SM797   ,S ,
SM798   ,A ,
SM799   ,S ,
SM800   ,S ,
SM801   ,S ,
SM802   ,S ,
SM803   ,A ,
SM804   ,S ,
SM805   ,A ,
SM806   ,S ,
SM807   ,S ,
SM808   ,S ,
SM809   ,A ,
SM810   ,S ,
SM811   ,A ,
SM812   ,S ,
SM813   ,S ,
SM814   ,A ,
SM815   ,S ,
SM816   ,A ,
SM817   ,S ,
SM818   ,S ,
SM819   ,A ,
SM820   ,A ,
SM821   ,S ,
SM823   ,S ,
SM824   ,S ,
SM825   ,S ,
SM826   ,S ,
SM827   ,A ,
SM828   ,S ,
SM829   ,S ,
SM830   ,A ,
SM831   ,S ,
SM832   ,A ,
SM833   ,A ,
SM834   ,S ,
SM836   ,S ,
SM837   ,S ,
SM838   ,S ,
SM839   ,S ,
SM840   ,A ,
SM841   ,A ,
SM842   ,S ,
SM843   ,S ,
SM844   ,S ,
SM845   ,S ,
SM846   ,A ,
SM847   ,S ,
SM848   ,S ,
SM849   ,S ,
SM850   ,A ,
SM851   ,S ,
SM853   ,A ,
SM854   ,A ,
SM855   ,S ,
SM856   ,A ,
SM857   ,A ,
SM858   ,A ,
SM859   ,S ,
SM860   ,S ,
SM862   ,A ,
SM863   ,A ,
SM864   ,S ,
SM865   ,S ,
SM866   ,A ,
SM869   ,A ,
SM870   ,S ,
SM871   ,S ,
SM872   ,S ,
SM873   ,S ,
SM874   ,S ,
SM876   ,A ,
SM878   ,S ,
SM881   ,S ,
SM882   ,S ,
SM883   ,A ,
SM884   ,S ,
SM885   ,S ,
SM886   ,A ,
SM887   ,S ,
SM888   ,S ,
SM889   ,S ,
SM890   ,S ,
SM891   ,A ,
SM892   ,S ,
SM893   ,S ,
SM894   ,S ,
SM895   ,A ,
SM896   ,S ,
SM897   ,S ,
SM898   ,A ,
SM899   ,A ,
SM900   ,S ,
SM901   ,A ,
SM902   ,S ,
SM903   ,S ,
SM904   ,A ,
SM905   ,S ,
SM906   ,S ,
SM907   ,S ,
SM908   ,A ,
SM909   ,A ,
SM910   ,S ,
SM911   ,S ,
SM912   ,A ,
SM913   ,A ,
SM914   ,S ,
SM915   ,S ,
SM916   ,S ,
SM917   ,S ,
SM918   ,S ,
SM919   ,S ,
SM920   ,S ,
SM921   ,A ,
SM922   ,S ,
SM923   ,S ,
SM924   ,S ,
SM925   ,A ,
SM926   ,S ,
SM927   ,A ,
SM928   ,S ,
SM929   ,S ,
SM930   ,S ,
SM931   ,A ,
SM932   ,A ,
SM933   ,S ,
SM934   ,S ,
SM935   ,S ,
SM936   ,S ,
SM937   ,S ,
SM938   ,A ,
SM939   ,S ,
SM940   ,S ,
SM941   ,S ,
SM942   ,S ,
SM943   ,S ,
SM944   ,S ,
SM945   ,A ,
SM946   ,S ,
SM947   ,S ,
SM948   ,A ,
SM949   ,S ,
SM950   ,S ,
SM951   ,S ,
SM952   ,A ,
SM953   ,S ,
SM954   ,S ,
SM955   ,A ,
SM956   ,A ,
SM957   ,A ,
SM958   ,A ,
SM959   ,A ,
SM960   ,A ,
SM961   ,A ,
SM962   ,A ,
SM963   ,A ,
SM964   ,S ,
SM965   ,S ,
SM966   ,A ,
SM967   ,S ,
SM968   ,A ,
SM969   ,S ,
SM970   ,A ,
SM971   ,A ,
SM972   ,S ,
SM973   ,S ,
SM974   ,A ,
SM975   ,A ,
SM976   ,S ,
SM977   ,S ,
SM978   ,A ,
SM979   ,A ,
SM980   ,A ,
SM981   ,A ,
SM982   ,A ,
SM983   ,S ,
SM984   ,S ,
SM985   ,S ,
SM986   ,S ,
SM987   ,A ,
SM988   ,A ,
SM989   ,S ,
SM990   ,A ,
SM991   ,S ,
SM992   ,A ,
SM993   ,S ,
SM994   ,S ,
SM995   ,S ,
SM996   ,S ,
SM997   ,S ,
SM998   ,S ,
SM999   ,S ,
SM1000  ,S ,
SM1001  ,A ,
SM1002  ,S ,
SM1003  ,S ,
SM1004  ,S ,
SM1005  ,S ,
SM1006  ,S ,
SM1007  ,S ,
SM1008  ,S ,
SM1009  ,A ,
SM1010  ,S ,
SM1011  ,S ,
SM1012  ,S ,
SM1013  ,S ,
SM1014  ,S ,
SM1015  ,S ,
SM1016  ,S ,
SM1017  ,S ,
SM1018  ,S ,
SM1019  ,S ,
SM1020  ,S ,
SM1021  ,S ,
SM1022  ,S ,
SM1023  ,S ,
SM1024  ,S ,
SM1025  ,S ,
SM1026  ,S ,
SM1027  ,A ,
SM1028  ,S ,
SM1029  ,A ,
SM1030  ,A ,
SM1031  ,S ,
SM1032  ,A ,
SM1033  ,S ,
SM1034  ,S ,
SM1035  ,S ,
SM1036  ,S ,
SM1037  ,S ,
SM1038  ,S ,
SM1039  ,S ,
SM1040  ,S ,
SM1041  ,S ,
SM1042  ,S ,
SM1043  ,S ,
SM1044  ,A ,
SM1045  ,S ,
SM1046  ,S ,
SM1047  ,S ,
SM1048  ,S ,
SM1049  ,S ,
SM1050  ,S ,
SM1051  ,A ,
SM1052  ,S ,
SM1053  ,S ,
SM1054  ,S ,
SM1055  ,S ,
SM1056  ,S ,
SM1057  ,A ,
SM1058  ,S ,
SM1059  ,S ,
SM1060  ,S ,
SM1061  ,S ,
SM1062  ,S ,
SM1063  ,S ,
SM1064  ,S ,
SM1065  ,S ,
SM1066  ,A ,
SM1067  ,S ,
SM1068  ,A ,
SM1069  ,S ,
SM1070  ,S ,
SM1071  ,A ,
SM1072  ,S ,
SM1073  ,S ,
SM1074  ,S ,
SM1075  ,S ,
SM1076  ,S ,
SM1077  ,S ,
SM1078  ,S ,
SM1079  ,S ,
SM1080  ,S ,
SM1081  ,S ,
SM1082  ,S ,
SM1083  ,S ,
SM1084  ,S ,
SM1085  ,A ,
SM1086  ,S ,
SM1087  ,A ,
SM1088  ,S ,
SM1089  ,S ,
SM1090  ,A ,
SM1091  ,S ,
SM1092  ,S ,
SM1093  ,S ,
SM1094  ,S ,
SM1095  ,S ,
SM1096  ,A ,
SM1097  ,S ,
SM1098  ,S ,
SM1099  ,S ,
SM1100  ,S ,
SM1101  ,A ,
SM1102  ,S ,
SM1103  ,S ,
SM1104  ,S ,
SM1105  ,S ,
SM1106  ,S ,
SM1107  ,S ,
SM1108  ,S ,
SM1109  ,S ,
SM1110  ,S ,
SM1111  ,A ,
SM1112  ,S ,
SM1113  ,S ,
SM1114  ,S ,
SM1115  ,S ,
SM1116  ,A ,
SM1117  ,S ,
SM1118  ,S ,
SM1119  ,S ,
SM1120  ,S ,
SM1121  ,A ,
SM1122  ,A ,
SM1123  ,S ,
SM1124  ,S ,
SM1125  ,S ,
SM1126  ,S ,
SM1127  ,A ,
SM1128  ,S ,
SM1129  ,A ,
SM1130  ,A ,
SM1131  ,S ,
SM1132  ,S ,
SM1133  ,S ,
SM1134  ,A ,
SM1135  ,S ,
SM1136  ,S ,
SM1137  ,S ,
SM1138  ,S ,
SM1139  ,S ,
SM1140  ,A ,
SM1141  ,S ,
SM1142  ,S ,
SM1143  ,A ,
SM1144  ,S ,
SM1145  ,S ,
SM1146  ,S ,
SM1147  ,A ,
SM1148  ,A ,
SM1149  ,S ,
SM1150  ,A ,
SM1151  ,A ,
SM1152  ,A ,
SM1153  ,A ,
SM1154  ,A ,
SM1155  ,A ,
SM1156  ,A ,
SM1157  ,S ,
SM1158  ,A ,
SM1159  ,A ,
SM1161  ,A ,
SM1162  ,A ,
SM1164  ,A ,
SM1165  ,A ,
SM1166  ,S ,
SM1167  ,A ,
SM1168  ,S ,
SM1169  ,A ,
SM1170  ,A ,
SM1171  ,S ,
SM1172  ,A ,
SM1173  ,A ,
SM1174  ,A ,
SM1175  ,A ,
SM1176  ,A ,
SM1177  ,S ,
SM1178  ,A ,
SM1179  ,A ,
SM1181  ,A ,
SM1182  ,A ,
SM1183  ,A ,
SM1184  ,A ,
SM1185  ,A ,
SM1186  ,S ,
SM1187  ,S ,
SM1188  ,A ,
SM1189  ,S ,
SM1190  ,A ,
SM1191  ,A ,
SM1192  ,A ,
SM1193  ,A ,
SM1194  ,A ,
SM1195  ,A ,
SM1196  ,A ,
SM1197  ,S ,
SM1198  ,A ,
SM1199  ,A ,
SM1200  ,A ,
SM1201  ,A ,
SM1202  ,S ,
SM1203  ,A ,
SM1204  ,S ,
SM1205  ,A ,
SM1207  ,S ,
SM1208  ,A ,
SM1209  ,A ,
SM1210  ,A ,
SM1211  ,A ,
SM1212  ,S ,
SM1213  ,A ,
SM1214  ,A ,
SM1215  ,A ,
SM1217  ,A ,
SM1218  ,A ,
SM1219  ,A ,
SM1220  ,S ,
SM1221  ,A ,
SM1222  ,S ,
SM1223  ,S ,
SM1224  ,S ,
SM1225  ,S ,
SM1226  ,S ,
SM1227  ,A ,
SM1228  ,S ,
SM1229  ,S ,
SM1230  ,S ,
SM1231  ,A ,
SM1232  ,S ,
SM1233  ,S ,
SM1234  ,A ,
SM1236  ,S ,
SM1237  ,A ,
SM1238  ,A ,
SM1239  ,S ,
SM1240  ,S ,
SM1241  ,S ,
SM1242  ,A ,
SM1243  ,S ,
SM1245  ,S ,
SM1246  ,S ,
SM1247  ,S ,
SM1248  ,A ,
SM1249  ,S ,
SM1250  ,S ,
SM1251  ,A ,
SM1252  ,A ,
SM1253  ,S ,
SM1254  ,S ,
SM1255  ,A ,
SM1256  ,S ,
SM1257  ,S ,
SM1258  ,S ,
SM1259  ,A ,
SM1260  ,S ,
SM1261  ,S ,
SM1262  ,S ,
SM1263  ,A ,
SM1264  ,S ,
SM1265  ,S ,
SM1266  ,S ,
SM1267  ,A ,
SM1268  ,S ,
SM1269  ,S ,
SM1270  ,S ,
SM1271  ,A ,
SM1272  ,S ,
SM1273  ,A ,
SM1274  ,S ,
SM1275  ,S ,
SM1276  ,S ,
SM1277  ,S ,
SM1278  ,A ,
SM1279  ,A ,
SM1280  ,S ,
SM1281  ,S ,
SM1282  ,A ,
SM1283  ,S ,
SM1284  ,A ,
SM1285  ,S ,
SM1286  ,S ,
SM1287  ,S ,
SM1288  ,S ,
SM1289  ,A ,
SM1290  ,S ,
SM1292  ,S ,
SM1293  ,S ,
SM1294  ,A ,
SM1295  ,S ,
SM1296  ,S ,
SM1297  ,S ,
SM1298  ,A ,
SM1299  ,S ,
SM1300  ,A ,
SM1301  ,A ,
SM1302  ,S ,
SM1303  ,S ,
SM1304  ,S ,
SM1305  ,S ,
SM1306  ,S ,
SM1307  ,A ,
SM1308  ,A ,
SM1309  ,S ,
SM1310  ,A ,
SM1311  ,S ,
SM1312  ,A ,
SM1313  ,A ,
SM1314  ,S ,
SM1315  ,S ,
SM1316  ,S ,
SM1317  ,S ,
SM1318  ,A ,
SM1319  ,S ,
SM1320  ,S ,
SM1321  ,S ,
SM1322  ,S ,
SM1323  ,S ,
SM1324  ,A ,
SM1325  ,S ,
SM1326  ,A ,
SM1327  ,A ,
SM1328  ,S ,
SM1329  ,S ,
SM1330  ,S ,
SM1331  ,S ,
SM1332  ,S ,
SM1333  ,S ,
SM1334  ,S ,
SM1335  ,S ,
SM1336  ,A ,
SM1337  ,A ,
SM1338  ,S ,
SM1339  ,A ,
SM1340  ,S ,
SM1341  ,A ,
SM1342  ,S ,
SM1343  ,S ,
SM1344  ,S ,
SM1345  ,A ,
SM1346  ,S ,
SM1347  ,S ,
SM1348  ,A ,
SM1349  ,S ,
SM1350  ,S ,
SM1351  ,S ,
SM1352  ,S ,
SM1353  ,A ,
SM1354  ,S ,
SM1355  ,A ,
SM1356  ,S ,
SM1357  ,A ,
SM1358  ,S ,
SM1359  ,A ,
SM1360  ,S ,
SM1361  ,S ,
SM1362  ,S ,
SM1363  ,A ,
SM1364  ,A ,
SM1365  ,S ,
SM1366  ,A ,
SM1367  ,S ,
SM1368  ,S ,
SM1369  ,S ,
SM1370  ,A ,
SM1371  ,S ,
SM1372  ,S ,
SM1373  ,A ,
SM1374  ,S ,
SM1375  ,S ,
SM1376  ,S ,
SM1377  ,S ,
SM1378  ,A ,
SM1379  ,A ,
SM1380  ,S ,
SM1381  ,A ,
SM1382  ,S ,
SM1383  ,S ,
SM1384  ,S ,
SM1385  ,S ,
SM1386  ,A ,
SM1387  ,A ,
SM1388  ,S ,
SM1390  ,S ,
SM1391  ,S ,
SM1393  ,S ,
SM1394  ,A ,
SM1395  ,S ,
SM1396  ,A ,
SM1397  ,S ,
SM1398  ,A ,
SM1399  ,A ,
SM1400  ,S ,
SM1401  ,S ,
SM1402  ,S ,
SM1403  ,A ,
SM1405  ,S ,
SM1407  ,A ,
SM1408  ,S ,
SM1409  ,A ,
SM1410  ,A ,
SM1411  ,A ,
SM1413  ,A ,
SM1414  ,A ,
SM1415  ,A ,
SM1416  ,A ,
SM1417  ,A ,
SM1418  ,A ,
SM1419  ,S ,
SM1420  ,S ,
SM1421  ,A ,
SM1422  ,A ,
SM1424  ,S ,
SM1425  ,A ,
SM1426  ,S ,
SM1427  ,A ,
SM1428  ,A ,
SM1429  ,A ,
SM1430  ,A ,
SM1431  ,A ,
SM1432  ,S ,
SM1433  ,A ,
SM1434  ,S ,
SM1435  ,S ,
SM1436  ,A ,
SM1437  ,A ,
SM1438  ,A ,
SM1439  ,S ,
SM1440  ,A ,
SM1441  ,A ,
SM1442  ,A ,
SM1443  ,S ,
SM1444  ,A ,
SM1445  ,S ,
SM1446  ,S ,
SM1447  ,S ,
SM1448  ,S ,
SM1449  ,S ,
SM1450  ,A ,
SM1451  ,A ,
SM1452  ,S ,
SM1453  ,S ,
SM1455  ,S ,
SM1456  ,A ,
SM1457  ,S ,
SM1458  ,S ,
