Code,Phases,NVolt_kV,DemP_kW,DemQ_kVAr,Subest,Feeder,Pinst_kW,Qinst_kVAr,Yearly_kWh,NumCust,
P2ULV41     ,1 ,0.42  ,4.60     ,0.93    ,P2UHS7_1247  ,P2UHS7_1247 -> P2UDT9294   ,11.49    ,2.33     ,43329.69     ,3    ,
P2ULV42     ,1 ,0.42  ,8.82     ,1.79    ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT5108  ,22.04    ,4.48     ,83071.88     ,6    ,
P2ULV43     ,1 ,0.42  ,6.90     ,1.40    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT1836  ,17.24    ,3.50     ,76673.42     ,4    ,
P2ULV44     ,1 ,0.42  ,4.07     ,0.83    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,10.19    ,2.07     ,38393.34     ,3    ,
P2ULV45     ,1 ,0.42  ,2.17     ,0.44    ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT5108  ,5.41     ,1.10     ,20407.03     ,1    ,
P2ULV46     ,1 ,0.42  ,2.20     ,0.45    ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,5.50     ,1.12     ,24464.21     ,1    ,
P2ULV47     ,1 ,0.42  ,2.47     ,0.50    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT9594  ,6.18     ,1.25     ,23295.14     ,2    ,
P2ULV48     ,1 ,0.42  ,0.85     ,0.28    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT9594  ,2.13     ,0.70     ,7089.29      ,1    ,
P2ULV49     ,1 ,0.42  ,1.86     ,0.38    ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT5108  ,4.64     ,0.94     ,17483.64     ,1    ,
P2ULV50     ,1 ,0.42  ,3.14     ,0.64    ,P2UHS3_1247  ,P2UHS3_1247 -> P2UDT1940   ,7.85     ,1.59     ,29592.00     ,2    ,
P2ULV51     ,1 ,0.42  ,5.62     ,1.14    ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT5108  ,14.04    ,2.85     ,52913.73     ,4    ,
P2ULV52     ,1 ,0.42  ,6.97     ,1.42    ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT10833 ,17.42    ,3.54     ,77470.12     ,4    ,
P2ULV53     ,1 ,0.42  ,3.22     ,0.65    ,P2UHS9_1247  ,P2UHS9_1247 -> P2UDT12222  ,8.06     ,1.64     ,35828.01     ,2    ,
P2ULV54     ,1 ,0.42  ,3.68     ,0.75    ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT5108  ,9.19     ,1.87     ,34659.21     ,3    ,
P2ULV55     ,1 ,0.42  ,3.72     ,0.76    ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT11122  ,9.30     ,1.89     ,37590.25     ,1    ,
P2ULV56     ,1 ,0.42  ,1.65     ,0.33    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7304  ,4.12     ,0.84     ,15539.64     ,1    ,
P2ULV57     ,1 ,0.42  ,7.44     ,1.51    ,P2UHS7_1247  ,P2UHS7_1247 -> P2UDT5979   ,18.60    ,3.78     ,70096.50     ,5    ,
P2ULV58     ,1 ,0.42  ,8.02     ,1.63    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,20.05    ,4.07     ,89151.44     ,5    ,
P2ULV59     ,1 ,0.42  ,12.96    ,2.63    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,32.40    ,6.58     ,144046.50    ,8    ,
P2ULV60     ,1 ,0.42  ,13.25    ,2.69    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,33.13    ,6.73     ,147301.50    ,8    ,
P2ULV61     ,1 ,0.42  ,3.44     ,0.70    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,8.60     ,1.75     ,32419.92     ,2    ,
P2ULV62     ,1 ,0.42  ,2.91     ,0.59    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,7.29     ,1.48     ,27467.64     ,2    ,
P2ULV63     ,1 ,0.42  ,2.90     ,0.59    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,7.25     ,1.47     ,27327.75     ,2    ,
P2ULV63     ,1 ,0.42  ,2.87     ,0.58    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,7.17     ,1.46     ,27019.00     ,2    ,
P2ULV65     ,1 ,0.42  ,2.92     ,0.59    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,7.31     ,1.48     ,27555.73     ,2    ,
P2ULV61     ,1 ,0.42  ,2.83     ,0.57    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,7.07     ,1.44     ,26657.30     ,2    ,
P2ULV58     ,1 ,0.42  ,8.16     ,1.66    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,20.39    ,4.14     ,90647.59     ,5    ,
P2ULV68     ,1 ,0.42  ,3.09     ,0.63    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,7.73     ,1.57     ,29154.33     ,2    ,
P2ULV69     ,1 ,0.42  ,2.67     ,0.54    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,6.68     ,1.36     ,25168.50     ,2    ,
P2ULV70     ,1 ,0.42  ,2.82     ,0.57    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,7.06     ,1.43     ,26601.01     ,2    ,
P2ULV71     ,1 ,0.42  ,2.51     ,0.51    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,6.27     ,1.27     ,23617.41     ,2    ,
P2ULV72     ,1 ,0.42  ,3.03     ,0.62    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,7.58     ,1.54     ,28581.80     ,2    ,
P2ULV72     ,1 ,0.42  ,2.48     ,0.50    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,6.19     ,1.26     ,23337.88     ,2    ,
P2ULV74     ,1 ,0.42  ,5.63     ,1.14    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,14.08    ,2.86     ,62601.60     ,3    ,
P2ULV77     ,1 ,0.42  ,6.48     ,1.32    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,16.20    ,3.29     ,72011.26     ,4    ,
P2ULV77     ,1 ,0.42  ,4.39     ,0.89    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,10.97    ,2.23     ,48769.75     ,3    ,
P2ULV77     ,1 ,0.42  ,7.29     ,1.48    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,18.23    ,3.70     ,81046.58     ,4    ,
P2ULV78     ,1 ,0.42  ,2.00     ,0.41    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,5.00     ,1.02     ,22248.27     ,1    ,
P2ULV79     ,1 ,0.42  ,8.94     ,1.82    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT65    ,22.36    ,4.54     ,99403.89     ,5    ,
P2ULV80     ,1 ,0.42  ,5.43     ,1.10    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT65    ,13.58    ,2.76     ,60397.05     ,3    ,
P2ULV81     ,1 ,0.42  ,1.76     ,0.36    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT65    ,4.41     ,0.90     ,16627.54     ,1    ,
P2ULV82     ,1 ,0.42  ,2.10     ,0.43    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT65    ,5.26     ,1.07     ,19816.38     ,1    ,
P2ULV83     ,1 ,0.42  ,1.88     ,0.38    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT65    ,4.70     ,0.95     ,17724.25     ,1    ,
P2ULV84     ,1 ,0.42  ,7.19     ,1.46    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT65    ,17.97    ,3.65     ,79880.00     ,4    ,
P2ULV84     ,1 ,0.42  ,5.05     ,1.03    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT65    ,12.63    ,2.57     ,56174.15     ,3    ,
P2ULV86     ,1 ,0.42  ,2.22     ,0.45    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,5.56     ,1.13     ,20939.77     ,1    ,
P2ULV86     ,1 ,0.42  ,8.06     ,1.64    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,20.16    ,4.09     ,89642.85     ,5    ,
P2ULV88     ,1 ,0.42  ,4.66     ,0.95    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,11.65    ,2.37     ,51796.97     ,3    ,
P2ULV89     ,1 ,0.42  ,3.90     ,0.79    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT65    ,9.74     ,1.98     ,36707.09     ,3    ,
P2ULV90     ,1 ,0.42  ,2.34     ,0.48    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,5.86     ,1.19     ,22094.70     ,2    ,
P2ULV90     ,1 ,0.42  ,3.48     ,0.71    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,8.70     ,1.77     ,32796.41     ,2    ,
P2ULV92     ,1 ,0.42  ,7.61     ,1.55    ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT8610  ,19.04    ,3.87     ,71757.44     ,6    ,
P2ULV93     ,1 ,0.42  ,2.42     ,0.49    ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT10833 ,6.05     ,1.23     ,26899.00     ,1    ,
P2ULV94     ,1 ,0.42  ,3.53     ,0.72    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,8.83     ,1.79     ,33290.66     ,2    ,
P2ULV95     ,1 ,0.42  ,3.69     ,0.75    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,9.23     ,1.87     ,34787.63     ,3    ,
P2ULV96     ,1 ,0.42  ,2.14     ,0.43    ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT5108  ,5.35     ,1.09     ,20169.95     ,1    ,
P2ULV97     ,1 ,0.42  ,6.21     ,1.26    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT1836  ,15.52    ,3.15     ,69025.42     ,4    ,
P2ULV98     ,1 ,0.42  ,0.61     ,0.20    ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT5108  ,1.53     ,0.50     ,5098.35      ,1    ,
P2ULV99     ,1 ,0.42  ,11.51    ,2.34    ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT4039  ,28.77    ,5.84     ,110184.70    ,1    ,
P2ULV100    ,3 ,0.42  ,33.69    ,6.84    ,P2UHS10_1247 ,P2UHS10_1247 -> P2UDT10077 ,84.23    ,17.10    ,308598.40    ,1    ,
P2ULV101    ,1 ,0.42  ,1.55     ,0.31    ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT5467  ,3.86     ,0.78     ,14560.38     ,1    ,
P2ULV102    ,1 ,0.42  ,2.43     ,0.80    ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT5108  ,6.09     ,2.00     ,20304.72     ,1    ,
P2ULV103    ,1 ,0.42  ,3.11     ,0.63    ,P2UHS7_1247  ,P2UHS7_1247 -> P2UDT5979   ,7.78     ,1.58     ,29311.02     ,2    ,
P2ULV104    ,1 ,0.42  ,4.52     ,1.49    ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT5108  ,11.31    ,3.72     ,37712.39     ,1    ,
P2ULV105    ,1 ,0.42  ,10.25    ,2.08    ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT11122  ,25.62    ,5.20     ,99115.43     ,1    ,
P2ULV106    ,1 ,0.42  ,0.19     ,0.06    ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT5467  ,0.47     ,0.16     ,1583.45      ,1    ,
P2ULV107    ,1 ,0.42  ,1.79     ,0.36    ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT5108  ,4.47     ,0.91     ,16863.28     ,1    ,
P2ULV108    ,1 ,0.42  ,2.35     ,0.48    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,5.87     ,1.19     ,22125.16     ,2    ,
P2ULV109    ,3 ,0.42  ,29.53    ,6.00    ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT5467  ,73.82    ,14.99    ,285558.30    ,1    ,
P2ULV110    ,1 ,0.42  ,2.71     ,0.55    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT1836  ,6.78     ,1.38     ,25575.40     ,2    ,
P2ULV111    ,1 ,0.42  ,0.63     ,0.13    ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT5108  ,1.58     ,0.32     ,6216.68      ,1    ,
P2ULV112    ,3 ,0.42  ,41.51    ,8.43    ,P2UHS1_1247  ,P2UHS1_1247 -> P2UMV12     ,103.78   ,21.07    ,378511.60    ,1    ,
P2ULV113    ,1 ,0.42  ,3.21     ,0.65    ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT8610  ,8.02     ,1.63     ,31015.92     ,1    ,
P2ULV114    ,1 ,0.42  ,9.10     ,2.99    ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT5467  ,22.75    ,7.48     ,75899.82     ,1    ,
P2ULV115    ,1 ,0.42  ,8.08     ,1.64    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,20.19    ,4.10     ,89775.82     ,5    ,
P2ULV116    ,1 ,0.42  ,12.36    ,2.51    ,P2UHS5_1247  ,P2UHS5_1247 -> P2UDT2395   ,30.89    ,6.27     ,116447.60    ,9    ,
P2ULV117    ,1 ,0.42  ,6.17     ,1.25    ,P2UHS7_1247  ,P2UHS7_1247 -> P2UDT9294   ,15.42    ,3.13     ,58125.89     ,4    ,
P2ULV118    ,1 ,0.42  ,8.10     ,2.66    ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT5108  ,20.25    ,6.66     ,67555.06     ,1    ,
P2ULV119    ,1 ,0.42  ,0.75     ,0.25    ,P2UHS2_1247  ,P2UHS2_1247 -> P2UMV84     ,1.87     ,0.61     ,6231.81      ,1    ,
P2ULV120    ,3 ,0.42  ,39.06    ,7.93    ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT5467  ,97.64    ,19.83    ,368039.40    ,29   ,
P2ULV121    ,1 ,0.42  ,3.45     ,0.70    ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT8073  ,8.62     ,1.75     ,32481.31     ,2    ,
P2ULV122    ,3 ,0.42  ,20.79    ,4.22    ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT5467  ,51.97    ,10.55    ,231059.30    ,13   ,
P2ULV123    ,1 ,0.42  ,2.04     ,0.41    ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT8612  ,5.10     ,1.04     ,19225.12     ,1    ,
P2ULV124    ,1 ,0.42  ,6.16     ,2.02    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,15.39    ,5.06     ,51348.69     ,1    ,
P2ULV125    ,1 ,0.42  ,2.13     ,0.43    ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT8610  ,5.32     ,1.08     ,20053.59     ,1    ,
P2UMV1      ,3 ,12.47 ,1057.62  ,347.62  ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT7578   ,1322.03  ,434.53   ,4409951.00   ,1    ,
P2ULV126    ,1 ,0.42  ,3.03     ,0.62    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,7.58     ,1.54     ,28554.57     ,2    ,
P2ULV127    ,1 ,0.42  ,4.60     ,0.93    ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT8612  ,11.51    ,2.34     ,51156.84     ,3    ,
P2ULV128    ,3 ,0.42  ,50.40    ,10.23   ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT1836  ,126.00   ,25.58    ,487411.20    ,1    ,
P2UMV2      ,3 ,12.47 ,1222.32  ,248.20  ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT4978   ,1527.90  ,310.25   ,6547795.00   ,1    ,
P2ULV130    ,1 ,0.42  ,1.09     ,0.22    ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT4039  ,2.72     ,0.55     ,12092.71     ,1    ,
P2ULV131    ,3 ,0.42  ,23.59    ,4.79    ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT5467  ,58.96    ,11.97    ,184141.60    ,1    ,
P2ULV132    ,1 ,0.42  ,2.70     ,0.55    ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT5108  ,6.74     ,1.37     ,25413.80     ,2    ,
P2ULV133    ,3 ,0.42  ,260.75   ,52.95   ,P2UHS1_1247  ,P2UHS1_1247 -> P2UDT4978   ,651.87   ,132.37   ,2717734.00   ,1    ,
P2ULV134    ,1 ,0.42  ,5.45     ,1.79    ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT5108  ,13.63    ,4.48     ,45451.61     ,1    ,
P2ULV135    ,1 ,0.42  ,4.24     ,0.86    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7304  ,10.60    ,2.15     ,39957.69     ,3    ,
P2ULV136    ,3 ,0.42  ,56.63    ,11.50   ,P2UHS4_1247  ,P2UHS4_1247 -> P2UDT7578   ,141.59   ,28.75    ,547709.10    ,1    ,
P2ULV137    ,1 ,0.42  ,1.44     ,0.29    ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT5108  ,3.60     ,0.73     ,13587.40     ,1    ,
P2ULV138    ,1 ,0.42  ,4.31     ,0.88    ,P2UHS3_1247  ,P2UHS3_1247 -> P2UDT6694   ,10.78    ,2.19     ,47918.31     ,3    ,
P2ULV139    ,1 ,0.42  ,4.54     ,0.92    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7299  ,11.36    ,2.31     ,42807.58     ,3    ,
P2ULV140    ,1 ,0.42  ,16.91    ,3.43    ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT4039  ,42.28    ,8.59     ,187998.10    ,10   ,
P2ULV141    ,1 ,0.42  ,1.99     ,0.40    ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT9982   ,4.98     ,1.01     ,22141.72     ,1    ,
P2ULV142    ,3 ,0.42  ,24.04    ,4.88    ,P2UHS5_1247  ,P2UHS5_1247 -> P2UDT2387   ,60.11    ,12.21    ,267262.80    ,18   ,
P2ULV143    ,1 ,0.42  ,0.47     ,0.15    ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT5467  ,1.17     ,0.39     ,3909.28      ,1    ,
P2ULV144    ,1 ,0.42  ,9.28     ,3.05    ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT5467  ,23.20    ,7.62     ,77383.20     ,1    ,
P2ULV145    ,1 ,0.42  ,9.12     ,1.85    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,22.80    ,4.63     ,101379.90    ,6    ,
P2ULV146    ,1 ,0.42  ,3.59     ,0.73    ,P2UHS12_1247 ,P2UHS12_1247 -> P2UDT4039  ,8.98     ,1.82     ,36280.48     ,1    ,
P2ULV147    ,1 ,0.42  ,4.52     ,0.92    ,P2UHS3_1247  ,P2UHS3_1247 -> P2UDT9325   ,11.30    ,2.30     ,50257.37     ,3    ,
P2ULV148    ,1 ,0.42  ,12.87    ,4.23    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT9594  ,32.17    ,10.57    ,107312.00    ,1    ,
P2ULV149    ,1 ,0.42  ,16.85    ,3.42    ,P2UHS0_1247  ,P2UHS0_1247 -> P2UDT1000   ,42.13    ,8.55     ,162958.90    ,1    ,
P2ULV150    ,1 ,0.42  ,2.23     ,0.45    ,P2UHS13_1247 ,P2UHS13_1247 -> P2UDT5108  ,5.58     ,1.13     ,21029.10     ,1    ,
P2ULV151    ,1 ,0.42  ,3.09     ,0.63    ,P2UHS14_1247 ,P2UHS14_1247 -> P2UDT7304  ,7.72     ,1.57     ,29112.86     ,2    ,
P2ULV152    ,1 ,0.42  ,1.45     ,0.29    ,P2UHS11_1247 ,P2UHS11_1247 -> P2UDT2578  ,3.63     ,0.74     ,16135.65     ,1    ,
P2ULV153    ,3 ,0.42  ,24.39    ,4.95    ,P2UHS6_1247  ,P2UHS6_1247 -> P2UDT10319  ,60.97    ,12.38    ,271103.00    ,18   ,
P2ULV154    ,1 ,0.42  ,3.31     ,0.67    ,P2UHS3_1247  ,P2UHS3_1247 -> P2UDT1940   ,8.28     ,1.68     ,31214.72     ,2    ,
