Code,Phases,NVolt_kV,DemP_kW,DemQ_kVAr,Subest,Feeder,Pinst_kW,Qinst_kVAr,Yearly_kWh,NumCust,
P3RLV14   ,1 ,0.42 ,1.71   ,0.56  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,4.28   ,1.41   ,11790.40   ,1  ,
P3RLV15   ,1 ,0.42 ,3.05   ,1.00  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,7.63   ,2.51   ,20986.79   ,1  ,
P3RLV16   ,1 ,0.42 ,10.08  ,3.31  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,25.21  ,8.29   ,69368.11   ,1  ,
P3RLV17   ,1 ,0.42 ,3.38   ,1.11  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,8.46   ,2.78   ,23279.37   ,1  ,
P3RLV18   ,1 ,0.42 ,2.82   ,0.93  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,7.05   ,2.32   ,19403.52   ,1  ,
P3RLV19   ,1 ,0.42 ,4.47   ,1.47  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,11.17  ,3.67   ,30742.39   ,1  ,
P3RLV20   ,1 ,0.42 ,5.51   ,1.81  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,13.76  ,4.52   ,37875.21   ,1  ,
P3RLV21   ,1 ,0.42 ,6.28   ,1.27  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,15.70  ,3.19   ,30031.70   ,3  ,
P3RLV22   ,1 ,0.42 ,5.37   ,1.09  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,13.41  ,2.72   ,25663.54   ,3  ,
P3RLV23   ,1 ,0.42 ,2.39   ,0.78  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,5.97   ,1.96   ,16417.39   ,1  ,
P3RLV24   ,1 ,0.42 ,3.45   ,1.13  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,8.62   ,2.83   ,23728.77   ,1  ,
P3RLV25   ,1 ,0.42 ,1.46   ,0.30  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,3.65   ,0.74   ,7824.63    ,1  ,
P3RLV26   ,1 ,0.42 ,0.80   ,0.26  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,2.00   ,0.66   ,5491.49    ,1  ,
P3RLV27   ,1 ,0.42 ,4.06   ,1.34  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,10.15  ,3.34   ,27944.55   ,1  ,
P3RLV28   ,1 ,0.42 ,2.77   ,0.91  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,6.92   ,2.27   ,19043.85   ,1  ,
P3RLV29   ,1 ,0.42 ,1.13   ,0.37  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,2.82   ,0.93   ,7764.66    ,1  ,
P3RLV30   ,1 ,0.42 ,2.48   ,0.81  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,6.19   ,2.03   ,17027.87   ,1  ,
P3RLV31   ,1 ,0.42 ,2.73   ,0.90  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,6.83   ,2.25   ,18808.42   ,1  ,
P3RLV32   ,1 ,0.42 ,2.32   ,0.76  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,5.79   ,1.90   ,15934.77   ,1  ,
P3RLV33   ,1 ,0.42 ,2.10   ,0.69  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,5.26   ,1.73   ,14479.09   ,1  ,
P3RLV34   ,1 ,0.42 ,2.30   ,0.76  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,5.76   ,1.89   ,15841.53   ,1  ,
P3RLV35   ,1 ,0.42 ,3.26   ,1.07  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,8.14   ,2.67   ,22395.00   ,1  ,
P3RLV36   ,1 ,0.42 ,1.51   ,0.50  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,3.79   ,1.24   ,10419.54   ,1  ,
P3RLV37   ,1 ,0.42 ,6.77   ,1.37  ,P3RHS1_1247 ,P3RHS1_1247 -> P3RDT1272 ,16.93  ,3.44   ,32386.80   ,4  ,
P3RLV38   ,1 ,0.42 ,3.09   ,0.63  ,P3RHS1_1247 ,P3RHS1_1247 -> P3RDT1272 ,7.73   ,1.57   ,14787.85   ,1  ,
P3RLV39   ,1 ,0.42 ,3.64   ,0.74  ,P3RHS1_1247 ,P3RHS1_1247 -> P3RDT1272 ,9.09   ,1.85   ,17398.55   ,1  ,
P3RLV40   ,1 ,0.42 ,2.99   ,0.61  ,P3RHS1_1247 ,P3RHS1_1247 -> P3RDT1272 ,7.48   ,1.52   ,14302.27   ,1  ,
P3RLV41   ,1 ,0.42 ,1.53   ,0.50  ,P3RHS1_1247 ,P3RHS1_1247 -> P3RDT1272 ,3.83   ,1.26   ,10534.14   ,1  ,
P3RLV42   ,1 ,0.42 ,2.37   ,0.48  ,P3RHS1_1247 ,P3RHS1_1247 -> P3RDT1272 ,5.94   ,1.21   ,11542.92   ,1  ,
P3RLV43   ,1 ,0.42 ,2.96   ,0.60  ,P3RHS1_1247 ,P3RHS1_1247 -> P3RDT1272 ,7.39   ,1.50   ,14136.43   ,1  ,
P3RLV44   ,1 ,0.42 ,3.85   ,0.78  ,P3RHS1_1247 ,P3RHS1_1247 -> P3RDT1272 ,9.64   ,1.96   ,18436.95   ,2  ,
P3RLV45   ,1 ,0.42 ,3.59   ,0.73  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,8.98   ,1.82   ,17189.94   ,1  ,
P3RLV46   ,1 ,0.42 ,4.37   ,1.44  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,10.93  ,3.59   ,30068.52   ,1  ,
P3RLV47   ,1 ,0.42 ,6.68   ,2.19  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,16.69  ,5.49   ,45927.90   ,1  ,
P3RLV48   ,1 ,0.42 ,5.06   ,1.66  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,12.65  ,4.16   ,34814.88   ,1  ,
P3RLV49   ,1 ,0.42 ,2.18   ,0.44  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,5.45   ,1.11   ,10757.09   ,1  ,
P3RLV50   ,1 ,0.42 ,2.25   ,0.46  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,5.63   ,1.14   ,11052.18   ,1  ,
P3RLV51   ,1 ,0.42 ,2.22   ,0.45  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,5.56   ,1.13   ,10936.22   ,1  ,
P3RLV52   ,1 ,0.42 ,7.52   ,2.47  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,18.81  ,6.18   ,51763.52   ,1  ,
P3RLV53   ,1 ,0.42 ,0.60   ,0.12  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,1.51   ,0.31   ,3778.95    ,1  ,
P3RLV54   ,1 ,0.42 ,2.51   ,0.82  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,6.27   ,2.06   ,17254.25   ,1  ,
P3RLV55   ,1 ,0.42 ,0.89   ,0.29  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,2.22   ,0.73   ,6100.31    ,1  ,
P3RLV56   ,1 ,0.42 ,0.62   ,0.13  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,1.54   ,0.31   ,3869.17    ,1  ,
P3RLV57   ,3 ,0.42 ,52.39  ,10.64 ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,130.97 ,26.59  ,376203.90  ,1  ,
P3RLV58   ,1 ,0.42 ,1.44   ,0.47  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,3.59   ,1.18   ,9879.80    ,1  ,
P3RLV59   ,1 ,0.42 ,2.36   ,0.78  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,5.91   ,1.94   ,16250.97   ,1  ,
P3RLV60   ,1 ,0.42 ,2.01   ,0.66  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,5.01   ,1.65   ,13798.15   ,1  ,
P3RLV61   ,1 ,0.42 ,5.81   ,1.91  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,14.54  ,4.78   ,39998.67   ,1  ,
P3RLV62   ,1 ,0.42 ,3.92   ,1.29  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,9.80   ,3.22   ,26979.79   ,1  ,
P3RLV63   ,1 ,0.42 ,3.44   ,1.13  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,8.59   ,2.82   ,23635.85   ,1  ,
P3RLV64   ,1 ,0.42 ,11.30  ,3.71  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,28.25  ,9.28   ,77730.80   ,1  ,
P3RLV65   ,1 ,0.42 ,2.24   ,0.74  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,5.59   ,1.84   ,15388.18   ,1  ,
P3RLV66   ,1 ,0.42 ,1.03   ,0.34  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,2.57   ,0.84   ,7064.03    ,1  ,
P3RLV67   ,1 ,0.42 ,13.11  ,4.31  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,32.78  ,10.78  ,90217.41   ,1  ,
P3RLV68   ,1 ,0.42 ,1.30   ,0.43  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,3.24   ,1.07   ,8922.97    ,1  ,
P3RLV69   ,1 ,0.42 ,10.69  ,3.51  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,26.73  ,8.79   ,73556.84   ,1  ,
P3RLV70   ,1 ,0.42 ,4.04   ,1.33  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,10.11  ,3.32   ,27818.80   ,1  ,
P3RLV71   ,1 ,0.42 ,1.49   ,0.49  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,3.72   ,1.22   ,10234.89   ,1  ,
P3RLV72   ,1 ,0.42 ,10.78  ,3.54  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,26.96  ,8.86   ,74181.49   ,1  ,
P3RLV73   ,1 ,0.42 ,1.10   ,0.36  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,2.75   ,0.91   ,7580.10    ,1  ,
P3RLV74   ,1 ,0.42 ,5.66   ,1.86  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,14.16  ,4.65   ,38960.85   ,1  ,
P3RLV75   ,1 ,0.42 ,6.00   ,1.22  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,15.01  ,3.05   ,28718.00   ,3  ,
P3RLV76   ,1 ,0.42 ,0.53   ,0.18  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,1.33   ,0.44   ,3672.00    ,1  ,
P3RLV77   ,1 ,0.42 ,15.22  ,5.00  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,38.05  ,12.50  ,104694.00  ,1  ,
P3RLV78   ,1 ,0.42 ,4.71   ,1.55  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,11.78  ,3.87   ,32416.78   ,1  ,
P3RLV79   ,1 ,0.42 ,0.94   ,0.31  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,2.36   ,0.78   ,6494.64    ,1  ,
P3RLV80   ,1 ,0.42 ,3.96   ,0.80  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,9.89   ,2.01   ,18924.89   ,2  ,
P3RLV81   ,1 ,0.42 ,2.86   ,0.58  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,7.15   ,1.45   ,13686.29   ,1  ,
P3RLV82   ,1 ,0.42 ,3.24   ,0.66  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,8.11   ,1.65   ,15521.08   ,1  ,
P3RLV83   ,1 ,0.42 ,4.33   ,0.88  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,10.82  ,2.20   ,20699.45   ,2  ,
P3RLV84   ,1 ,0.42 ,3.72   ,0.76  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,9.31   ,1.89   ,17816.59   ,1  ,
P3RLV85   ,1 ,0.42 ,3.12   ,1.03  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,7.81   ,2.57   ,21497.55   ,1  ,
P3RLV86   ,1 ,0.42 ,5.11   ,1.04  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,12.79  ,2.60   ,24461.00   ,2  ,
P3RLV87   ,1 ,0.42 ,4.22   ,0.86  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,10.55  ,2.14   ,20194.13   ,2  ,
P3RLV88   ,1 ,0.42 ,4.22   ,0.86  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,10.56  ,2.14   ,20200.43   ,2  ,
P3RLV89   ,1 ,0.42 ,3.61   ,0.73  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,9.03   ,1.83   ,17283.66   ,1  ,
P3RLV90   ,1 ,0.42 ,5.85   ,1.19  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,14.63  ,2.97   ,27984.47   ,3  ,
P3RLV91   ,1 ,0.42 ,4.36   ,0.88  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,10.90  ,2.21   ,20845.95   ,2  ,
P3RLV92   ,1 ,0.42 ,5.27   ,1.07  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,13.18  ,2.68   ,25214.41   ,3  ,
P3RLV93   ,1 ,0.42 ,3.27   ,1.08  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,8.18   ,2.69   ,22505.83   ,1  ,
P3RLV94   ,1 ,0.42 ,5.26   ,1.07  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,13.16  ,2.67   ,25180.88   ,3  ,
P3RLV95   ,1 ,0.42 ,3.58   ,0.73  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,8.95   ,1.82   ,17114.85   ,1  ,
P3RLV96   ,1 ,0.42 ,2.19   ,0.72  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,5.49   ,1.80   ,15095.04   ,1  ,
P3RLV97   ,1 ,0.42 ,2.94   ,0.60  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,7.35   ,1.49   ,14053.09   ,1  ,
P3RLV98   ,1 ,0.42 ,2.43   ,0.80  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,6.08   ,2.00   ,16736.12   ,1  ,
P3RLV99   ,1 ,0.42 ,3.73   ,0.76  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,9.32   ,1.89   ,17825.09   ,1  ,
P3RLV100  ,1 ,0.42 ,8.58   ,2.82  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT656  ,21.44  ,7.05   ,59011.96   ,1  ,
P3RLV101  ,1 ,0.42 ,3.99   ,0.81  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,9.96   ,2.02   ,19061.16   ,2  ,
P3RLV102  ,1 ,0.42 ,4.84   ,0.98  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,12.11  ,2.46   ,23174.05   ,2  ,
P3RLV103  ,1 ,0.42 ,5.61   ,1.14  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,14.03  ,2.85   ,26844.61   ,3  ,
P3RLV104  ,1 ,0.42 ,2.09   ,0.43  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,5.24   ,1.06   ,10421.96   ,1  ,
P3RLV105  ,1 ,0.42 ,5.21   ,1.06  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,13.02  ,2.64   ,24905.61   ,3  ,
P3RLV106  ,1 ,0.42 ,3.55   ,0.72  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,8.89   ,1.80   ,17001.83   ,1  ,
P3RLV107  ,1 ,0.42 ,6.77   ,1.38  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,16.94  ,3.44   ,32402.82   ,4  ,
P3RLV108  ,1 ,0.42 ,4.71   ,0.96  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,11.77  ,2.39   ,22517.72   ,2  ,
P3RLV109  ,1 ,0.42 ,3.99   ,0.81  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,9.97   ,2.02   ,19072.64   ,2  ,
P3RLV110  ,1 ,0.42 ,3.42   ,0.69  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,8.55   ,1.74   ,16364.04   ,1  ,
P3RLV111  ,1 ,0.42 ,3.60   ,0.73  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT836  ,9.00   ,1.83   ,17213.23   ,1  ,
P3RLV112  ,1 ,0.42 ,2.65   ,0.54  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,6.63   ,1.35   ,12693.69   ,1  ,
P3RLV113  ,1 ,0.42 ,3.34   ,0.68  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,8.36   ,1.70   ,15988.97   ,1  ,
P3RLV114  ,1 ,0.42 ,3.03   ,0.99  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,7.56   ,2.49   ,20813.61   ,1  ,
P3RLV115  ,1 ,0.42 ,4.04   ,0.82  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,10.10  ,2.05   ,19327.47   ,2  ,
P3RLV116  ,1 ,0.42 ,2.71   ,0.55  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,6.78   ,1.38   ,12973.19   ,1  ,
P3RLV117  ,1 ,0.42 ,2.62   ,0.53  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,6.56   ,1.33   ,12541.47   ,1  ,
P3RLV118  ,1 ,0.42 ,1.48   ,0.30  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,3.70   ,0.75   ,7916.62    ,1  ,
P3RLV119  ,1 ,0.42 ,3.22   ,0.65  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,8.05   ,1.64   ,15408.48   ,1  ,
P3RLV120  ,1 ,0.42 ,1.24   ,0.25  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,3.09   ,0.63   ,6796.53    ,1  ,
P3RLV121  ,1 ,0.42 ,3.63   ,0.74  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,9.08   ,1.84   ,17371.93   ,1  ,
P3RLV122  ,1 ,0.42 ,4.56   ,0.93  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,11.39  ,2.31   ,21798.61   ,2  ,
P3RLV123  ,1 ,0.42 ,3.60   ,0.73  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,9.01   ,1.83   ,17238.35   ,1  ,
P3RLV124  ,1 ,0.42 ,3.16   ,1.04  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,7.90   ,2.60   ,21750.07   ,1  ,
P3RLV125  ,1 ,0.42 ,3.38   ,0.69  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,8.46   ,1.72   ,16184.88   ,1  ,
P3RLV126  ,1 ,0.42 ,1.97   ,0.40  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,4.93   ,1.00   ,9931.28    ,1  ,
P3RLV127  ,1 ,0.42 ,3.00   ,0.61  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,7.50   ,1.52   ,14347.72   ,1  ,
P3RLV128  ,1 ,0.42 ,6.95   ,1.41  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,17.38  ,3.53   ,33244.36   ,4  ,
P3RLV129  ,1 ,0.42 ,5.39   ,1.09  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,13.47  ,2.73   ,25766.16   ,3  ,
P3RLV130  ,1 ,0.42 ,5.10   ,1.04  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,12.76  ,2.59   ,24411.96   ,2  ,
P3RLV131  ,1 ,0.42 ,5.09   ,1.03  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,12.72  ,2.58   ,24344.11   ,2  ,
P3RLV132  ,1 ,0.42 ,3.40   ,0.69  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,8.49   ,1.72   ,16241.07   ,1  ,
P3RLV133  ,1 ,0.42 ,3.03   ,0.62  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,7.59   ,1.54   ,14515.19   ,1  ,
P3RLV134  ,1 ,0.42 ,10.56  ,2.14  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,26.40  ,5.36   ,50509.41   ,7  ,
P3RLV135  ,1 ,0.42 ,4.68   ,0.95  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,11.70  ,2.38   ,22386.15   ,2  ,
P3RLV136  ,1 ,0.42 ,0.75   ,0.15  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,1.87   ,0.38   ,4531.66    ,1  ,
P3RLV137  ,1 ,0.42 ,5.84   ,1.19  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,14.61  ,2.97   ,27956.40   ,3  ,
P3RLV138  ,1 ,0.42 ,3.61   ,0.73  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,9.03   ,1.83   ,17278.24   ,1  ,
P3RLV139  ,1 ,0.42 ,8.23   ,2.71  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,20.58  ,6.76   ,56633.07   ,1  ,
P3RLV140  ,1 ,0.42 ,3.19   ,0.65  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,7.97   ,1.62   ,15243.70   ,1  ,
P3RLV141  ,1 ,0.42 ,4.72   ,0.96  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,11.79  ,2.39   ,22559.04   ,2  ,
P3RLV142  ,1 ,0.42 ,2.59   ,0.85  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,6.48   ,2.13   ,17826.66   ,1  ,
P3RLV143  ,1 ,0.42 ,3.21   ,0.65  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,8.02   ,1.63   ,15344.88   ,1  ,
P3RLV144  ,1 ,0.42 ,3.49   ,0.71  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,8.72   ,1.77   ,16692.69   ,1  ,
P3RLV145  ,1 ,0.42 ,2.97   ,0.60  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,7.42   ,1.51   ,14190.09   ,1  ,
P3RLV146  ,1 ,0.42 ,4.11   ,0.83  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,10.28  ,2.09   ,19663.53   ,2  ,
P3RLV147  ,1 ,0.42 ,1.31   ,0.27  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,3.26   ,0.66   ,7118.18    ,1  ,
P3RLV148  ,1 ,0.42 ,2.79   ,0.57  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,6.98   ,1.42   ,13349.35   ,1  ,
P3RLV149  ,1 ,0.42 ,3.39   ,0.69  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,8.48   ,1.72   ,16231.16   ,1  ,
P3RLV150  ,1 ,0.42 ,2.82   ,0.57  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,7.04   ,1.43   ,13465.15   ,1  ,
P3RLV151  ,1 ,0.42 ,3.55   ,0.72  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,8.88   ,1.80   ,16997.25   ,1  ,
P3RLV152  ,1 ,0.42 ,5.07   ,1.03  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,12.66  ,2.57   ,24227.27   ,2  ,
P3RLV153  ,1 ,0.42 ,1.22   ,0.25  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,3.05   ,0.62   ,6718.56    ,1  ,
P3RLV154  ,1 ,0.42 ,2.99   ,0.61  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,7.47   ,1.52   ,14286.90   ,1  ,
P3RLV155  ,1 ,0.42 ,3.02   ,0.61  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,7.54   ,1.53   ,14422.02   ,1  ,
P3RLV156  ,1 ,0.42 ,5.10   ,1.04  ,P3RHS0_1247 ,P3RHS0_1247 -> P3RDT1052 ,12.76  ,2.59   ,24415.03   ,2  ,
